miRNA,transcript,start,type,log_kd,note,p3.score
hsa-let-7e-5p,hsa_circ_0005283|chr7:72605593-74157788+|NM_003388|CLIP2,1390576,7mer-a1,-3889,TDMD?,6
hsa-let-7e-5p,hsa_circ_0005639|chr17:44159806-45158298-|NM_030753|WNT3,487063,7mer-a1,-4536,TDMD,7
hsa-let-7e-5p,hsa_circ_0005639|chr17:44159806-45158298-|NM_030753|WNT3,704917,7mer-a1,-4536,TDMD,7
hsa-let-7e-5p,hsa_circ_0007220|chr14:50053471-50320474+|NM_002408|MGAT2,205050,7mer-a1,-3887,TDMD?,6
hsa-let-7e-5p,hsa_circ_0007359|chr1:145916724-147460753+|NM_001097616|GPR89C,947578,7mer-m8,-4686,TDMD?,6
hsa-let-7e-5p,hsa_circ_0007636|chr1:145919046-147458431+|NM_004326|BCL9,951516,7mer-m8,-4686,TDMD?,6
hsa-let-7e-5p,hsa_circ_0007702|chr2:108492722-109389502+|NM_006267|RANBP2,116334,7mer-a1,-3514,TDMD,8
hsa-let-7e-5p,hsa_circ_0007999|chr14:50053506-50329382+|NM_002408|MGAT2,205015,7mer-a1,-3887,TDMD?,6
hsa-let-7e-5p,hsa_circ_0008167|chr7:72618643-74171152+|NM_003388|CLIP2,1377526,7mer-a1,-3889,TDMD?,6
hsa-let-7e-5p,hsa_circ_0008442|chr1:145900489-147438786+|NM_004326|BCL9,970073,7mer-m8,-4686,TDMD?,6
hsa-let-7e-5p,hsa_circ_0008588|chr14:50053447-50320447+|NM_002408|MGAT2,205074,7mer-a1,-3887,TDMD?,6
hsa-let-7e-5p,hsa_circ_0008862|chr14:50053461-50329382+|NM_002408|MGAT2,205060,7mer-a1,-3887,TDMD?,6
hsa-let-7e-5p,hsa_circ_0008909|chr14:50053503-50329409+|NM_002408|MGAT2,205018,7mer-a1,-3887,TDMD?,6
hsa-let-7e-5p,hsa_circ_0009016|chr11:85195178-86757912+|NM_007173|PRSS23,912476,7mer-a1,-3967,TDMD,7
hsa-let-7e-5p,hsa_circ_0017526|chr10:4934795-4975522+|NR_026743|tAKR,17102,8mer,-5212,TDMD?,6
hsa-let-7e-5p,hsa_circ_0017527|chr10:4950542-4975522+|NR_026743|tAKR,1355,8mer,-5212,TDMD?,6
hsa-let-7e-5p,hsa_circ_0025795|chr12:31535156-31586182-|NM_144973|DENND5B,2705,7mer-m8,-4770,TDMD,7
hsa-let-7e-5p,hsa_circ_0028417|chr12:112884079-112888316+|NM_002834|PTPN11,306,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028418|chr12:112884079-112892484+|NM_002834|PTPN11,306,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028419|chr12:112884079-112915819+|NM_002834|PTPN11,306,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028420|chr12:112888121-112888316+|NM_002834|PTPN11,183,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028421|chr12:112888121-112892484+|NM_002834|PTPN11,183,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028422|chr12:112888121-112910844+|NM_002834|PTPN11,183,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028423|chr12:112888121-112915819+|NM_002834|PTPN11,183,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028424|chr12:112888121-112920009+|NM_002834|PTPN11,183,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028425|chr12:112888121-112926979+|NM_002834|PTPN11,183,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0028426|chr12:112888121-112947717+|NM_002834|PTPN11,183,7mer-m8,-4418,TDMD,7
hsa-let-7e-5p,hsa_circ_0046641|chr17_ctg5_hap1:1433996-1491846-|NM_001113738|ARL17A,16659,7mer-a1,-4536,TDMD,7
hsa-let-7e-5p,hsa_circ_0046642|chr17_ctg5_hap1:1438689-1505081-|NM_001113738|ARL17A,16770,7mer-a1,-4536,TDMD,7
hsa-let-7e-5p,hsa_circ_0055605|chr2:96601201-96610922-|TCONS_00004336|TCONS_00004336,4719,7mer-a1,-3907,TDMD,6
hsa-let-7e-5p,hsa_circ_0055606|chr2:96601363-96616527-|TCONS_00004336|TCONS_00004336,4817,7mer-a1,-3907,TDMD,6
hsa-let-7e-5p,hsa_circ_0060311|chr20:36460649-36488746+|NM_030877|CTNNBL1,184,7mer-a1,-4341,TDMD?,6
hsa-let-7e-5p,hsa_circ_0066635|chr3:99536677-99744402+|NM_032359|C3orf26,49759,7mer-a1,-3819,TDMD,6
hsa-let-7e-5p,hsa_circ_0076867|chr6:56506744-56600087-|NM_015548|DST,65975,7mer-a1,-3889,TDMD?,8
hsa-let-7e-5p,hsa_circ_0076868|chr6:56515929-56600087-|None|None,65975,7mer-a1,-3889,TDMD?,8
hsa-let-7e-5p,hsa_circ_0081900|chr7:107236311-107263762+|NM_001008405|BCAP29,1321,7mer-a1,-4246,TDMD,8
hsa-let-7e-5p,hsa_circ_0081901|chr7:107253776-107263762+|NM_001008405|BCAP29,1076,7mer-a1,-4246,TDMD,8
hsa-let-7e-5p,hsa_circ_0085300|chr8:105080739-105105871+|NM_001100117|RIMS2,3519,7mer-a1,-3688,TDMD,6
hsa-let-7e-5p,hsa_circ_0085301|chr8:105080739-105257285+|NM_001100117|RIMS2,3519,7mer-a1,-3688,TDMD,6
hsa-let-7e-5p,hsa_circ_0086197|chr9:473193-713464+|NM_153186|KANK1,21253,7mer-m8,-3895,TDMD,8
hsa-let-7e-5p,hsa_circ_0086198|chr9:473193-732617+|NM_153186|KANK1,21253,7mer-m8,-3895,TDMD,8
hsa-let-7e-5p,hsa_circ_0088336|chr9:123972513-124028032+|None|None,599,7mer-a1,-4193,TDMD,6
hsa-let-7e-5p,hsa_circ_0089092|chr9:133320093-133346291+|NM_000050|ASS1,614,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089093|chr9:133320093-133346902+|NM_000050|ASS1,614,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089095|chr9:133326988-133346902+|NM_000050|ASS1,885,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089096|chr9:133327610-133333976+|NM_000050|ASS1,263,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089097|chr9:133327610-133346902+|NM_000050|ASS1,263,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089098|chr9:133327610-133355836+|NM_000050|ASS1,263,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089099|chr9:133327610-133374957+|NM_000050|ASS1,263,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089100|chr9:133329691-133333976+|NM_000050|ASS1,153,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089101|chr9:133329691-133346902+|NM_000050|ASS1,153,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089102|chr9:133333787-133333976+|NM_000050|ASS1,84,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0089103|chr9:133333787-133339554+|NM_000050|ASS1,84,7mer-m8,-3691,TDMD,6
hsa-let-7e-5p,hsa_circ_0093044|chr10:126628942-126650977+|ENST00000359653.4|ZRANB1,4794,7mer-m8,-4522,TDMD,7
hsa-let-7e-5p,hsa_circ_0094313|chr10:87869526-87898781-|NM_017551|GRID1,15617,7mer-m8,-4046,TDMD,6
hsa-let-7e-5p,hsa_circ_0095340|chr11:129034213-129107143-|ENST00000310343.9|ARHGAP32,970,8mer,-5681,TDMD,7
hsa-let-7e-5p,hsa_circ_0097803|chr12:124337752-124366360+|ENST00000409039.3|DNAH10,1990,7mer-m8,-4338,TDMD,6
hsa-let-7e-5p,hsa_circ_0097804|chr12:124337752-124371860+|ENST00000409039.3|DNAH10,1990,7mer-m8,-4338,TDMD,6
hsa-let-7e-5p,hsa_circ_0097810|chr12:124341602-124366360+|ENST00000409039.3|DNAH10,1843,7mer-m8,-4338,TDMD,6
hsa-let-7e-5p,hsa_circ_0097811|chr12:124341602-124371860+|ENST00000409039.3|DNAH10,1843,7mer-m8,-4338,TDMD,6
hsa-let-7e-5p,hsa_circ_0097814|chr12:124362282-124364348+|ENST00000409039.3|DNAH10,82,7mer-m8,-4338,TDMD,6
hsa-let-7e-5p,hsa_circ_0099284|chr12:79576158-79611465+|NM_001135805|SYT1,2003,7mer-a1,-3932,TDMD,7
hsa-let-7e-5p,hsa_circ_0101750|chr14:36633325-36684721+|ENST00000546508.1|LINC00609,15144,7mer-a1,-4558,TDMD,7
hsa-let-7e-5p,hsa_circ_0103364|chr15:36150187-36233128+|ENST00000501169.2|ATPBD4-AS1,20444,8mer,-5523,TDMD?,6
hsa-let-7e-5p,hsa_circ_0108746|chr18:59244260-59259856-|ENST00000585706.1|RP11-879F14.3,13351,7mer-m8,-4526,TDMD?,6
hsa-let-7e-5p,hsa_circ_0109703|chr19:44500244-44586258+|NM_003445|ZNF155,33997,7mer-a1,-4066,TDMD,6
hsa-let-7e-5p,hsa_circ_0109951|chr19:57705242-57752289+|NM_003417|ZNF264,4540,7mer-a1,-4434,TDMD,6
hsa-let-7e-5p,hsa_circ_0116669|chr22:42524175-42547286-|ENST00000360608.5|CYP2D6,11506,7mer-m8,-3691,TDMD?,6
hsa-let-7e-5p,hsa_circ_0118866|chr2:205502515-205551005+|ENST00000406610.2|PARD3B,930,7mer-a1,-3867,TDMD?,7
hsa-let-7e-5p,hsa_circ_0118867|chr2:205502554-205551005+|ENST00000406610.2|PARD3B,891,7mer-a1,-3867,TDMD?,7
hsa-let-7e-5p,hsa_circ_0119067|chr2:213757408-213808528-|ENST00000415387.1|AC093865.1,11508,7mer-a1,-4193,TDMD,7
hsa-let-7e-5p,hsa_circ_0119194|chr2:22193716-22204455+|ENST00000450551.1|AC068490.2,8548,7mer-a1,-4321,TDMD?,6
hsa-let-7e-5p,hsa_circ_0121771|chr3:12546652-12548334+|NM_025265|TSEN2,145,8mer,-5444,TDMD?,6
hsa-let-7e-5p,hsa_circ_0122651|chr3:168538980-168628602+|ENST00000483846.1|EGFEM1P,6586,7mer-m8,-4386,TDMD,7
hsa-let-7e-5p,hsa_circ_0125441|chr4:145962468-146017263-|ENST00000512680.1|ANAPC10,2538,8mer,-5146,TDMD,8
hsa-let-7e-5p,hsa_circ_0130585|chr6:126432364-126496057+|None|None,61269,7mer-a1,-4236,TDMD,6
hsa-let-7e-5p,hsa_circ_0130587|chr6:126434011-126496057+|None|None,59622,7mer-a1,-4236,TDMD,6
hsa-let-7e-5p,hsa_circ_0130588|chr6:126434011-126498481+|TCONS_00011368|TCONS_00011368,59622,7mer-a1,-4236,TDMD,6
hsa-let-7e-5p,hsa_circ_0131158|chr6:156489469-156573541-|None|None,42013,7mer-a1,-4484,TDMD,6
hsa-let-7e-5p,hsa_circ_0131494|chr6:22256602-22352880+|TCONS_00011730|TCONS_00011730,50983,7mer-m8,-4553,TDMD,7
hsa-let-7e-5p,hsa_circ_0132209|chr6:72816211-72892852+|ENST00000348717.5|RIMS1,64571,7mer-m8,-4661,TDMD?,6
hsa-let-7e-5p,hsa_circ_0135433|chr8:105025669-105105871+|ENST00000507740.1|RIMS2,57705,7mer-a1,-3688,TDMD,6
hsa-let-7e-5p,hsa_circ_0135583|chr8:120758994-120768324+|ENST00000378164.2|TAF2,6070,7mer-a1,-4623,TDMD?,8
hsa-let-7e-5p,hsa_circ_0135584|chr8:120759033-120768324+|ENST00000378164.2|TAF2,6031,7mer-a1,-4623,TDMD?,8
hsa-let-7e-5p,hsa_circ_0135799|chr8:133673705-133769540-|ENST00000519595.1|LRRC6,79686,7mer-a1,-4059,TDMD?,6
hsa-let-7e-5p,hsa_circ_0137347|chr8:95358815-95423543-|NM_001205263|RAD54B,9592,7mer-a1,-3727,TDMD,6
hsa-let-7e-5p,hsa_circ_0138671|chr9:33983277-34017187-|ENST00000480885.1|UBAP2,8441,7mer-a1,-4576,TDMD,7
hsa-let-7e-5p,hsa_circ_0138789|chr9:4490569-4561520-|NM_004170|SLC1A1,3171,7mer-m8,-4570,TDMD,6
hsa-let-7e-5p,hsa_circ_0139718|chrX:123943453-124003604+|NM_001163278|ODZ1,20358,7mer-a1,-3303,TDMD,6
hsa-let-7f-5p,hsa_circ_0000962|chr19:57722721-57760068+|NM_003417|ZNF264,4317,7mer-a1,-5501,TDMD,6
hsa-let-7f-5p,hsa_circ_0001105|chr2:231155174-231253348+|NM_007237|SP140,75441,7mer-m8,-4849,TDMD,9
hsa-let-7f-5p,hsa_circ_0001106|chr2:231158985-231256944+|NM_007237|SP140,75193,7mer-m8,-4849,TDMD,9
hsa-let-7f-5p,hsa_circ_0002098|chr14:50053471-50329409+|NM_002408|MGAT2,205050,7mer-a1,-4014,TDMD?,6
hsa-let-7f-5p,hsa_circ_0002667|chr14:50053447-50329382+|NM_002408|MGAT2,205074,7mer-a1,-4014,TDMD?,6
hsa-let-7f-5p,hsa_circ_0002937|chr2:108477221-109370019+|NM_182588|RGPD4,105388,7mer-a1,-3636,TDMD,7
hsa-let-7f-5p,hsa_circ_0002960|chr17:44127898-45158298-|NM_030753|WNT3,487063,7mer-a1,-5424,TDMD,7
hsa-let-7f-5p,hsa_circ_0002960|chr17:44127898-45158298-|NM_030753|WNT3,704917,7mer-a1,-5424,TDMD,7
hsa-let-7f-5p,hsa_circ_0003425|chr12:112888121-112893867+|NM_002834|PTPN11,183,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0003603|chr7:72607064-74157788+|NM_003388|CLIP2,1389105,7mer-a1,-4443,TDMD?,6
hsa-let-7f-5p,hsa_circ_0003953|chr1:145897084-147442191+|NM_001097616|GPR89C,947870,7mer-m8,-5283,TDMD?,7
hsa-let-7f-5p,hsa_circ_0004055|chr14:50053506-50320447+|NM_002408|MGAT2,205015,7mer-a1,-4014,TDMD?,6
hsa-let-7f-5p,hsa_circ_0004186|chr12:112884079-112894702+|NM_002834|PTPN11,306,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0004521|chr4:155063267-155128205+|None|None,44248,7mer-m8,-4253,TDMD,6
hsa-let-7f-5p,hsa_circ_0005114|chr8:105080739-105161076+|NM_001100117|RIMS2,3519,7mer-a1,-4221,TDMD,6
hsa-let-7f-5p,hsa_circ_0005234|chr12:27274878-27788048+|NM_177444|PPFIBP1,323344,7mer-a1,-3767,TDMD?,7
hsa-let-7f-5p,hsa_circ_0005283|chr7:72605593-74157788+|NM_003388|CLIP2,1390576,7mer-a1,-4443,TDMD?,6
hsa-let-7f-5p,hsa_circ_0005639|chr17:44159806-45158298-|NM_030753|WNT3,487063,7mer-a1,-5424,TDMD,7
hsa-let-7f-5p,hsa_circ_0005639|chr17:44159806-45158298-|NM_030753|WNT3,704917,7mer-a1,-5424,TDMD,7
hsa-let-7f-5p,hsa_circ_0007220|chr14:50053471-50320474+|NM_002408|MGAT2,205050,7mer-a1,-4014,TDMD?,6
hsa-let-7f-5p,hsa_circ_0007359|chr1:145916724-147460753+|NM_001097616|GPR89C,947578,7mer-m8,-5283,TDMD?,7
hsa-let-7f-5p,hsa_circ_0007636|chr1:145919046-147458431+|NM_004326|BCL9,951516,7mer-m8,-5283,TDMD?,7
hsa-let-7f-5p,hsa_circ_0007702|chr2:108492722-109389502+|NM_006267|RANBP2,116334,7mer-a1,-3636,TDMD,7
hsa-let-7f-5p,hsa_circ_0007999|chr14:50053506-50329382+|NM_002408|MGAT2,205015,7mer-a1,-4014,TDMD?,6
hsa-let-7f-5p,hsa_circ_0008167|chr7:72618643-74171152+|NM_003388|CLIP2,1377526,7mer-a1,-4443,TDMD?,6
hsa-let-7f-5p,hsa_circ_0008442|chr1:145900489-147438786+|NM_004326|BCL9,970073,7mer-m8,-5283,TDMD?,7
hsa-let-7f-5p,hsa_circ_0008588|chr14:50053447-50320447+|NM_002408|MGAT2,205074,7mer-a1,-4014,TDMD?,6
hsa-let-7f-5p,hsa_circ_0008862|chr14:50053461-50329382+|NM_002408|MGAT2,205060,7mer-a1,-4014,TDMD?,6
hsa-let-7f-5p,hsa_circ_0008909|chr14:50053503-50329409+|NM_002408|MGAT2,205018,7mer-a1,-4014,TDMD?,6
hsa-let-7f-5p,hsa_circ_0009016|chr11:85195178-86757912+|NM_007173|PRSS23,912476,7mer-a1,-4561,TDMD,6
hsa-let-7f-5p,hsa_circ_0017526|chr10:4934795-4975522+|NR_026743|tAKR,17102,8mer,-5740,TDMD?,6
hsa-let-7f-5p,hsa_circ_0017527|chr10:4950542-4975522+|NR_026743|tAKR,1355,8mer,-5740,TDMD?,6
hsa-let-7f-5p,hsa_circ_0025795|chr12:31535156-31586182-|NM_144973|DENND5B,2705,7mer-m8,-5415,TDMD,8
hsa-let-7f-5p,hsa_circ_0028417|chr12:112884079-112888316+|NM_002834|PTPN11,306,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028418|chr12:112884079-112892484+|NM_002834|PTPN11,306,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028419|chr12:112884079-112915819+|NM_002834|PTPN11,306,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028420|chr12:112888121-112888316+|NM_002834|PTPN11,183,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028421|chr12:112888121-112892484+|NM_002834|PTPN11,183,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028422|chr12:112888121-112910844+|NM_002834|PTPN11,183,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028423|chr12:112888121-112915819+|NM_002834|PTPN11,183,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028424|chr12:112888121-112920009+|NM_002834|PTPN11,183,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028425|chr12:112888121-112926979+|NM_002834|PTPN11,183,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0028426|chr12:112888121-112947717+|NM_002834|PTPN11,183,7mer-m8,-4862,TDMD,7
hsa-let-7f-5p,hsa_circ_0046641|chr17_ctg5_hap1:1433996-1491846-|NM_001113738|ARL17A,16659,7mer-a1,-5424,TDMD,7
hsa-let-7f-5p,hsa_circ_0046642|chr17_ctg5_hap1:1438689-1505081-|NM_001113738|ARL17A,16770,7mer-a1,-5424,TDMD,7
hsa-let-7f-5p,hsa_circ_0055605|chr2:96601201-96610922-|TCONS_00004336|TCONS_00004336,4719,7mer-a1,-4035,TDMD,6
hsa-let-7f-5p,hsa_circ_0055606|chr2:96601363-96616527-|TCONS_00004336|TCONS_00004336,4817,7mer-a1,-4035,TDMD,6
hsa-let-7f-5p,hsa_circ_0060311|chr20:36460649-36488746+|NM_030877|CTNNBL1,184,7mer-a1,-5128,TDMD?,6
hsa-let-7f-5p,hsa_circ_0076867|chr6:56506744-56600087-|NM_015548|DST,65975,7mer-a1,-4567,TDMD?,8
hsa-let-7f-5p,hsa_circ_0076868|chr6:56515929-56600087-|None|None,65975,7mer-a1,-4567,TDMD?,8
hsa-let-7f-5p,hsa_circ_0081900|chr7:107236311-107263762+|NM_001008405|BCAP29,1321,7mer-a1,-5180,TDMD,8
hsa-let-7f-5p,hsa_circ_0081901|chr7:107253776-107263762+|NM_001008405|BCAP29,1076,7mer-a1,-5180,TDMD,8
hsa-let-7f-5p,hsa_circ_0085300|chr8:105080739-105105871+|NM_001100117|RIMS2,3519,7mer-a1,-4221,TDMD,6
hsa-let-7f-5p,hsa_circ_0085301|chr8:105080739-105257285+|NM_001100117|RIMS2,3519,7mer-a1,-4221,TDMD,6
hsa-let-7f-5p,hsa_circ_0086197|chr9:473193-713464+|NM_153186|KANK1,21253,7mer-m8,-4329,TDMD,6
hsa-let-7f-5p,hsa_circ_0086198|chr9:473193-732617+|NM_153186|KANK1,21253,7mer-m8,-4329,TDMD,6
hsa-let-7f-5p,hsa_circ_0088336|chr9:123972513-124028032+|None|None,599,7mer-a1,-5089,TDMD,6
hsa-let-7f-5p,hsa_circ_0089092|chr9:133320093-133346291+|NM_000050|ASS1,614,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089093|chr9:133320093-133346902+|NM_000050|ASS1,614,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089095|chr9:133326988-133346902+|NM_000050|ASS1,885,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089096|chr9:133327610-133333976+|NM_000050|ASS1,263,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089097|chr9:133327610-133346902+|NM_000050|ASS1,263,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089098|chr9:133327610-133355836+|NM_000050|ASS1,263,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089099|chr9:133327610-133374957+|NM_000050|ASS1,263,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089100|chr9:133329691-133333976+|NM_000050|ASS1,153,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089101|chr9:133329691-133346902+|NM_000050|ASS1,153,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089102|chr9:133333787-133333976+|NM_000050|ASS1,84,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0089103|chr9:133333787-133339554+|NM_000050|ASS1,84,7mer-m8,-4038,TDMD,6
hsa-let-7f-5p,hsa_circ_0094313|chr10:87869526-87898781-|NM_017551|GRID1,15617,7mer-m8,-4546,TDMD,7
hsa-let-7f-5p,hsa_circ_0095340|chr11:129034213-129107143-|ENST00000310343.9|ARHGAP32,970,8mer,-6424,TDMD,8
hsa-let-7f-5p,hsa_circ_0095803|chr11:40497041-40501884-|ENST00000530763.1|LRRC4C,546,7mer-a1,-4640,TDMD?,6
hsa-let-7f-5p,hsa_circ_0097803|chr12:124337752-124366360+|ENST00000409039.3|DNAH10,1990,7mer-m8,-4963,TDMD,6
hsa-let-7f-5p,hsa_circ_0097804|chr12:124337752-124371860+|ENST00000409039.3|DNAH10,1990,7mer-m8,-4963,TDMD,6
hsa-let-7f-5p,hsa_circ_0097810|chr12:124341602-124366360+|ENST00000409039.3|DNAH10,1843,7mer-m8,-4963,TDMD,6
hsa-let-7f-5p,hsa_circ_0097811|chr12:124341602-124371860+|ENST00000409039.3|DNAH10,1843,7mer-m8,-4963,TDMD,6
hsa-let-7f-5p,hsa_circ_0097814|chr12:124362282-124364348+|ENST00000409039.3|DNAH10,82,7mer-m8,-4963,TDMD,6
hsa-let-7f-5p,hsa_circ_0099284|chr12:79576158-79611465+|NM_001135805|SYT1,2003,7mer-a1,-4509,TDMD,6
hsa-let-7f-5p,hsa_circ_0103364|chr15:36150187-36233128+|ENST00000501169.2|ATPBD4-AS1,20444,8mer,-6194,TDMD?,6
hsa-let-7f-5p,hsa_circ_0108746|chr18:59244260-59259856-|ENST00000585706.1|RP11-879F14.3,13351,7mer-m8,-5032,TDMD?,6
hsa-let-7f-5p,hsa_circ_0109951|chr19:57705242-57752289+|NM_003417|ZNF264,4540,7mer-a1,-5501,TDMD,6
hsa-let-7f-5p,hsa_circ_0111526|chr1:186359842-186405705+|ENST00000287859.6|C1orf27,16180,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0111527|chr1:186359842-186435499+|ENST00000287859.6|C1orf27,16180,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0111531|chr1:186375214-186405441+|ENST00000287859.6|C1orf27,15654,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0111532|chr1:186375214-186405705+|ENST00000287859.6|C1orf27,15654,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0111533|chr1:186375214-186420406+|ENST00000287859.6|C1orf27,15654,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0111534|chr1:186375214-186435499+|ENST00000287859.6|C1orf27,15654,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0111535|chr1:186375214-186439527+|ENST00000287859.6|C1orf27,15654,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0111537|chr1:186394254-186405705+|NR_031642|MIR548F1,9243,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0111538|chr1:186394254-186420406+|ENST00000429768.1|RP11-295K2.3,9243,7mer-a1,-5694,TDMD,6
hsa-let-7f-5p,hsa_circ_0116669|chr22:42524175-42547286-|ENST00000360608.5|CYP2D6,11506,7mer-m8,-4038,TDMD?,6
hsa-let-7f-5p,hsa_circ_0118866|chr2:205502515-205551005+|ENST00000406610.2|PARD3B,930,7mer-a1,-3994,TDMD?,7
hsa-let-7f-5p,hsa_circ_0118867|chr2:205502554-205551005+|ENST00000406610.2|PARD3B,891,7mer-a1,-3994,TDMD?,7
hsa-let-7f-5p,hsa_circ_0119067|chr2:213757408-213808528-|ENST00000415387.1|AC093865.1,11508,7mer-a1,-5089,TDMD,8
hsa-let-7f-5p,hsa_circ_0119194|chr2:22193716-22204455+|ENST00000450551.1|AC068490.2,8548,7mer-a1,-5307,TDMD?,6
hsa-let-7f-5p,hsa_circ_0121771|chr3:12546652-12548334+|NM_025265|TSEN2,145,8mer,-6079,TDMD?,6
hsa-let-7f-5p,hsa_circ_0122651|chr3:168538980-168628602+|ENST00000483846.1|EGFEM1P,6586,7mer-m8,-4812,TDMD,8
hsa-let-7f-5p,hsa_circ_0125441|chr4:145962468-146017263-|ENST00000512680.1|ANAPC10,2538,8mer,-5644,TDMD,8
hsa-let-7f-5p,hsa_circ_0128147|chr5:140305480-140362148+|NM_018899|PCDHAC2,6278,7mer-a1,-3415,TDMD,6
hsa-let-7f-5p,hsa_circ_0130585|chr6:126432364-126496057+|None|None,61269,7mer-a1,-5162,TDMD,7
hsa-let-7f-5p,hsa_circ_0130587|chr6:126434011-126496057+|None|None,59622,7mer-a1,-5162,TDMD,7
hsa-let-7f-5p,hsa_circ_0130588|chr6:126434011-126498481+|TCONS_00011368|TCONS_00011368,59622,7mer-a1,-5162,TDMD,7
hsa-let-7f-5p,hsa_circ_0131494|chr6:22256602-22352880+|TCONS_00011730|TCONS_00011730,50983,7mer-m8,-5271,TDMD,7
hsa-let-7f-5p,hsa_circ_0132209|chr6:72816211-72892852+|ENST00000348717.5|RIMS1,64571,7mer-m8,-5425,TDMD?,6
hsa-let-7f-5p,hsa_circ_0135433|chr8:105025669-105105871+|ENST00000507740.1|RIMS2,57705,7mer-a1,-4221,TDMD,6
hsa-let-7f-5p,hsa_circ_0135583|chr8:120758994-120768324+|ENST00000378164.2|TAF2,6070,7mer-a1,-5556,TDMD?,8
hsa-let-7f-5p,hsa_circ_0135584|chr8:120759033-120768324+|ENST00000378164.2|TAF2,6031,7mer-a1,-5556,TDMD?,8
hsa-let-7f-5p,hsa_circ_0135799|chr8:133673705-133769540-|ENST00000519595.1|LRRC6,79686,7mer-a1,-4858,TDMD?,6
hsa-let-7f-5p,hsa_circ_0138671|chr9:33983277-34017187-|ENST00000480885.1|UBAP2,8441,7mer-a1,-5483,TDMD,8
hsa-let-7f-5p,hsa_circ_0138789|chr9:4490569-4561520-|NM_004170|SLC1A1,3171,7mer-m8,-5101,TDMD,7
hsa-let-7g-5p,hsa_circ_0000962|chr19:57722721-57760068+|NM_003417|ZNF264,4317,7mer-a1,-5501,TDMD,8
