Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr1;154231452;154232505;+;2;54,82;0,971;1;UBAP2L;NM_001127320;chr1:154229910-154231452|chr1:154232505-154233367
chr1;154306582;154307067;+;2;159,89;0,396;1;ATP8B2;NM_001005855;chr1:154305173-154306582|chr1:154307067-154309823
chr1;154316368;154316976;+;3;165,112,106;0,250,502;1;ATP8B2;NM_020452;chr1:154316044-154316368|chr1:154316976-154317116
chr1;155180136;155180418;+;2;70,80;0,202;1;MTX1;NM_002455;chr1:155179123-155180136|chr1:155180418-155181917
chr1;155307879;155330200;-;15;302,41,167,173,139,91,87,249,133,55,153,158,95,165,109;0,1239,3847,5225,5515,6094,8294,9567,11238,11453,14617,16384,19227,19496,22212;1;ASH1L;NM_018489;chr1:155307542-155307879|chr1:155330200-155340294
chr1;155319117;155319387;-;2;133,55;0,215;1;ASH1L;NM_018489;chr1:155317695-155319117|chr1:155319387-155322496
chr1;155322496;155324421;-;2;153,158;0,1767;1;ASH1L;NM_018489;chr1:155319387-155322496|chr1:155324421-155327106
chr1;155340294;155340774;-;2;147,207;0,273;3;ASH1L;NM_018489;chr1:155330200-155340294|chr1:155340774-155348071
chr1;155365249;155429689;-;4;95,180,742,102;0,20285,42868,64338;3;ASH1L;NM_018489;chr1:155349907-155365249|chr1:155429689-155447676
chr1;155385534;155429689;-;3;180,742,102;0,22583,44053;4;ASH1L;NM_018489;chr1:155365344-155385534|chr1:155429689-155447676
chr1;155408117;155408859;-;1;742;0;19;ASH1L;NM_018489;chr1:155385714-155408117|chr1:155408859-155429587
chr1;155408117;155429689;-;2;742,102;0,21470;22;ASH1L;NM_018489;chr1:155385714-155408117|chr1:155429689-155447676
chr1;155408117;155491409;-;4;742,102,4564,519;0,21470,39559,82773;1;ASH1L;NM_018489;chr1:155385714-155408117|chr1:155491409-155531943
chr1;155640110;155644887;-;3;145,172,87;0,2240,4690;1;YY1AP1;NM_001198899;chr1:155638568-155640110|chr1:155644887-155646338
chr1;155640110;155649303;-;5;145,172,87,199,104;0,2240,4690,6228,9089;1;YY1AP1;NM_001198903;chr1:155638568-155640110|chr1:155649303-155650206
chr1;155644800;155649303;-;3;87,199,104;0,1538,4399;14;YY1AP1;NM_001198903;chr1:155642522-155644800|chr1:155649303-155650206
chr1;155646338;155649303;-;2;199,104;0,2861;12;YY1AP1;NM_001198903;chr1:155644887-155646338|chr1:155649303-155650206
chr1;155646338;155650247;-;3;199,104,41;0,2861,3868;1;YY1AP1;NM_001198903;chr1:155644887-155646338|chr1:155650247-155657861
chr1;155679563;155686919;+;2;52,123;0,7233;1;DAP3;NM_001199849;chr1:155678916-155679563|chr1:155686919-155691307
chr1;155679563;155701206;+;9;52,123,102,109,93,131,81,159,60;0,7233,11744,15609,16154,17835,19269,19435,21583;1;DAP3;NM_001199849;chr1:155678916-155679563|chr1:155701206-155701734
chr1;155686796;155691409;+;2;123,102;0,4511;2;DAP3;NM_001199849;chr1:155679615-155686796|chr1:155691409-155695172
chr1;155686796;155695810;+;4;123,102,109,93;0,4511,8376,8921;2;DAP3;NM_001199849;chr1:155679615-155686796|chr1:155695810-155697398
chr1;155695172;155695810;+;2;109,93;0,545;5;DAP3;NM_001199849;chr1:155691409-155695172|chr1:155695810-155697398
chr1;155695172;155697529;+;3;109,93,131;0,545,2226;1;DAP3;NM_001199849;chr1:155691409-155695172|chr1:155697529-155698832
chr1;155724165;155730432;-;5;114,120,144,144,198;0,2583,2805,3516,6069;2;GON4L;NM_001282858;chr1:155723205-155724165|chr1:155730432-155731980
chr1;155737215;155743001;-;3;117,151,145;0,3642,5641;2;GON4L;NM_001282858;chr1:155736500-155737215|chr1:155743001-155744792
chr1;155742856;155747611;-;4;145,172,87,199;0,1936,3329,4556;2;GON4L;NM_001282858;chr1:155741008-155742856|chr1:155747611-155753776
chr1;155747412;155753880;-;2;199,104;0,6364;2;GON4L;NM_001282858;chr1:155746272-155747412|chr1:155753880-155755124
chr1;155764840;155784240;-;4;102,193,171,120;0,9899,18584,19280;1;GON4L;NM_001282858;chr1:155755165-155764840|chr1:155784240-155785595
chr1;155823066;155823597;-;1;531;0;13;GON4L;NM_001282858;chr1:155796819-155823066|chr1:155823597-155826937
chr1;155874101;155874595;-;2;192,74;0,420;1;RIT1;NM_001256821;chr1:155870409-155874101|chr1:155874595-155880240
chr1;155891165;155895634;-;4;254,58,61,212;0,486,2252,4257;1;KIAA0907;NM_014949;chr1:155887463-155891165|chr1:155895634-155896466
chr1;155896466;155896947;-;2;164,53;0,428;1;KIAA0907;NM_014949;chr1:155895634-155896466|chr1:155896947-155899086
chr1;155899086;155899631;-;2;80,129;0,416;2;KIAA0907;NM_014949;chr1:155896947-155899086|chr1:155899631-155903423
chr1;156202110;156203519;+;2;106,101;0,1308;1;PMF1;NM_001199653;chr1:156182967-156202110|chr1:156203519-156206139
chr1;156230241;156233361;-;3;176,76,176;0,882,2944;1;SMG5;NM_015327;chr1:156228954-156230241|chr1:156233361-156235571
chr1;156294762;156304709;-;4;118,97,63,51;0,8575,9741,9896;2;CCT3;NM_005998;chr1:156290816-156294762|chr1:156304709-156305617
chr1;156303337;156304709;-;3;97,63,51;0,1166,1321;10;CCT3;NM_005998;chr1:156294880-156303337|chr1:156304709-156305617
chr1;156761488;156767133;+;3;96,144,66;0,2968,5579;1;PRCC;NM_005973;chr1:156756966-156761488|chr1:156767133-156770165
chr1;156921364;156926356;-;4;127,30,97,145;0,3319,4130,4847;1;ARHGEF11;NM_014784;chr1:156918290-156921364|chr1:156926356-156927583
chr1;15855582;15871078;+;4;185,67,340,185;0,5149,7387,15311;1;DNAJC16;uc001awr.1;chr1:15853453-15855582|chr1:15871078-15873261
chr1;15860731;15863309;+;2;67,340;0,2238;2;DNAJC16;uc001awr.1;chr1:15855767-15860731|chr1:15863309-15870893
chr1;1599765;1603068;-;4;146,73,54,121;0,1337,1771,3182;1;SLC35E2B;NM_001110781;chr1:1597458-1599765|chr1:1603068-1606901
chr1;160206924;160213824;-;4;95,141,674,75;0,1472,2562,6825;1;DCAF8;uc001fvo.2;chr1:160201197-160206924|chr1:160213824-160231074
chr1;160281657;160282957;-;2;151,83;0,1217;1;COPA;NM_001098398;chr1:160280048-160281657|chr1:160282957-160283779
chr1;160293220;160302347;-;3;100,110,110;0,2112,9017;9;COPA;NM_001098398;chr1:160283915-160293220|chr1:160302347-160303392
chr1;161748033;161772062;+;6;77,88,107,130,204,221;0,3668,5746,13164,13880,23808;2;ATF6;uc001gbq.2;chr1:161736232-161748033|chr1:161772062-161789422
chr1;161771841;161790951;+;3;221,186,92;0,17581,19018;2;ATF6;uc001gbq.2;chr1:161762117-161771841|chr1:161790951-161816238
chr1;161816238;161833102;+;5;132,114,100,71,115;0,5273,6775,13758,16749;6;ATF6;NM_007348;chr1:161790951-161816238|chr1:161833102-161882085
chr1;16199310;16203173;+;2;321,477;0,3386;4;SPEN;NM_015001;chr1:16174645-16199310|chr1:16203173-16235815
chr1;162257133;162302915;+;3;93,59,109;0,13304,45673;1;NOS1AP;uc010pkr.1;chr1:162124266-162257133|chr1:162302915-162313624
chr1;16245420;16247478;+;3;126,114,114;0,478,1944;1;SPEN;NM_015001;chr1:16242774-16245420|chr1:16247478-16248743
chr1;16268825;16274992;-;13;90,210,131,121,117,88,301,143,266,126,141,189,207;0,198,733,1068,1268,1477,1969,2366,2606,3384,3823,4604,5960;1;ZBTB17;NM_003443;chr1:16268747-16268825|chr1:16274992-16299533
chr1;163297277;163298697;+;3;75,77,62;0,740,1358;1;NUF2;NM_031423;chr1:163295964-163297277|chr1:163298697-163306540
chr1;16464347;16464925;-;2;333,156;0,422;1;EPHA2;NM_004431;chr1:16462265-16464347|chr1:16464925-16474872
chr1;164768935;164790863;+;4;191,136,160,90;0,7843,12291,21838;1;PBX1;NM_001204961;chr1:164761975-164768935|chr1:164790863-164815820
chr1;164776778;164790863;+;3;136,160,90;0,4448,13995;1;PBX1;NM_001204961;chr1:164769126-164776778|chr1:164790863-164815820
chr1;164789308;164790863;+;2;113,90;0,1465;6;PBX1;NM_001204963;chr1:164781386-164789308|chr1:164790863-164818576
chr1;165712403;165723511;-;3;145,68,47;0,8935,11061;1;TMCO1;NM_001256164;chr1:165697358-165712403|chr1:165723511-165728761
chr1;165859440;165865569;+;3;160,97,143;0,1022,5986;1;UCK2;NM_012474;chr1:165797169-165859440|chr1:165865569-165872418
chr1;166831439;166833158;-;2;210,98;0,1621;1;TADA1;NM_053053;chr1:166829574-166831439|chr1:166833158-166838681
chr1;167301706;167307495;+;2;66,289;0,5500;1;POU2F1;uc001ged.3;chr1:167210847-167301706|chr1:167307495-167334703
chr1;167301706;167343533;+;5;66,101,54,120,189;0,32997,37691,39447,41638;1;POU2F1;uc010plg.2;chr1:167272811-167301706|chr1:167343533-167345265
chr1;167381195;167382351;+;2;346,89;0,1067;1;POU2F1;NM_001198786;chr1:167370793-167381195|chr1:167382351-167384736
chr1;167734819;167742605;+;3;167,214,133;0,6692,7653;8;MPZL1;NM_003953;chr1:167691479-167734819|chr1:167742605-167745300
chr1;167734819;167745403;+;4;167,214,133,103;0,6692,7653,10481;3;MPZL1;NM_003953;chr1:167691479-167734819|chr1:167745403-167757056
chr1;167921037;167944253;+;3;62,93,186;0,14829,23030;4;DCAF6;NM_001017977;chr1:167906246-167921037|chr1:167944253-167956732
chr1;167935866;167944253;+;2;93,186;0,8201;1;DCAF6;NM_001017977;chr1:167921099-167935866|chr1:167944253-167956732
chr1;168032858;168037701;+;4;139,157,89,106;0,1969,2756,4737;1;DCAF6;NM_001017977;chr1:168014465-168032858|chr1:168037701-168044608
chr1;169199955;169256646;-;4;102,69,65,106;0,4413,6905,56585;8;NME7;NM_013330;chr1:169138792-169199955|chr1:169256646-169267793
chr1;169256540;169279318;-;4;106,208,51,111;0,11253,15842,22667;1;NME7;NM_013330;chr1:169206925-169256540|chr1:169279318-169292354
chr1;169267793;169293738;-;5;208,51,111,167,108;0,4589,11414,24561,25837;1;NME7;NM_013330;chr1:169256646-169267793|chr1:169293738-169336945
chr1;169292354;169293738;-;2;167,108;0,1276;2;NME7;NM_013330;chr1:169279318-169292354|chr1:169293738-169336945
chr1;169767997;169770112;+;2;102,89;0,2026;2;C1orf112;uc001ggj.3;chr1:169754054-169767997|chr1:169770112-169771761
chr1;169771761;169775229;+;4;105,141,129,85;0,548,1491,3383;1;C1orf112;uc001ggj.3;chr1:169770112-169771761|chr1:169775229-169776931
chr1;169923151;169961396;-;9;100,190,86,99,126,166,113,109,101;0,7035,18502,24074,27961,28691,29259,30571,38144;2;KIFAP3;uc010plx.2;chr1:169890922-169923151|chr1:169961396-169985602
chr1;169985602;169993737;-;2;163,179;0,7956;1;KIFAP3;uc010plx.2;chr1:169961396-169985602|chr1:169993737-169994963
chr1;170688866;170695542;+;2;176,182;0,6494;1;PRRX1;NM_006902;chr1:170633600-170688866|chr1:170695542-170699417
chr1;171537385;171544267;+;3;93,102,202;0,3073,6680;6;PRRC2C;NM_015172;chr1:171535982-171537385|chr1:171544267-171546572
chr1;171537385;171556890;+;10;93,102,202,204,113,137,232,108,219,104;0,3073,6680,9187,11107,11581,15709,16172,18756,19401;1;PRRC2C;NM_015172;chr1:171535982-171537385|chr1:171556890-171557517
chr1;172011148;172017890;+;3;136,68,139;0,2376,6603;1;DNM3;NM_001278252;chr1:172007601-172011148|chr1:172017890-172037958
chr1;172011148;172038045;+;4;136,68,139,87;0,2376,6603,26810;1;DNM3;NM_001278252;chr1:172007601-172011148|chr1:172038045-172050971
chr1;172013524;172038045;+;3;68,139,87;0,4227,24434;1;DNM3;NM_001278252;chr1:172011284-172013524|chr1:172038045-172050971
chr1;1721833;1724750;-;2;202,67;0,2850;2;GNB1;NM_001282538;chr1:1720708-1721833|chr1:1724750-1735857
chr1;172356272;172357949;+;2;227,237;0,1440;1;DNM3;NM_001136127;chr1:172348322-172356272|chr1:172357949-172376911
chr1;172520651;172526934;+;4;115,155,138,151;0,4357,5768,6132;9;SUCO;NM_016227;chr1:172502637-172520651|chr1:172526934-172538158
chr1;172520651;172539870;+;7;115,155,138,151,124,125,68;0,4357,5768,6132,17507,18535,19151;7;SUCO;NM_016227;chr1:172502637-172520651|chr1:172539870-172543030
chr1;172520651;172548407;+;12;115,155,138,151,124,125,68,108,106,56,92,66;0,4357,5768,6132,17507,18535,19151,22379,24006,26252,26786,27690;7;SUCO;NM_016227;chr1:172502637-172520651|chr1:172548407-172554157
chr1;172520651;172560211;+;16;115,155,138,151,124,125,68,108,106,56,92,66,69,91,1167,88;0,4357,5768,6132,17507,18535,19151,22379,24006,26252,26786,27690,33506,34346,37248,39472;11;SUCO;NM_016227;chr1:172502637-172520651|chr1:172560211-172569203
chr1;172525008;172526934;+;3;155,138,151;0,1411,1775;2;SUCO;NM_016227;chr1:172520766-172525008|chr1:172526934-172538158
chr1;172525008;172539870;+;6;155,138,151,124,125,68;0,1411,1775,13150,14178,14794;9;SUCO;NM_016227;chr1:172520766-172525008|chr1:172539870-172543030
chr1;172525008;172543138;+;7;155,138,151,124,125,68,108;0,1411,1775,13150,14178,14794,18022;1;SUCO;NM_016227;chr1:172520766-172525008|chr1:172543138-172544657
chr1;172525008;172560211;+;15;155,138,151,124,125,68,108,106,56,92,66,69,91,1167,88;0,1411,1775,13150,14178,14794,18022,19649,21895,22429,23333,29149,29989,32891,35115;1;SUCO;NM_016227;chr1:172520766-172525008|chr1:172560211-172569203
chr1;1735857;1747301;-;3;163,64,107;0,2056,11337;1;GNB1;NM_001282539;chr1:1724750-1735857|chr1:1747301-1749275
chr1;1735857;1749314;-;4;163,64,107,39;0,2056,11337,13418;5;GNB1;NM_001282539;chr1:1724750-1735857|chr1:1749314-1756835
chr1;1735857;1756938;-;3;163,64,103;0,2056,20978;3;GNB1;NM_001282538;chr1:1724750-1735857|chr1:1756938-1770628
chr1;173593925;173596298;-;2;139,95;0,2278;2;ANKRD45;NM_198493;chr1:173579354-173593925|chr1:173596298-173615984
chr1;173702851;173703425;+;1;574;0;1;KLHL20;NM_014458;chr1:173685205-173702851|chr1:173703425-173720902
chr1;173720902;173726298;+;4;159,95,116,184;0,1449,4159,5212;2;KLHL20;NM_014458;chr1:173703425-173720902|chr1:173726298-173735284
chr1;173799797;173800768;+;2;102,96;0,875;1;DARS2;NM_018122;chr1:173797537-173799797|chr1:173800768-173802513
chr1;173799797;173823043;+;12;102,96,124,47,107,70,180,108,63,153,219,111;0,875,2716,3813,6280,7530,8707,10206,14569,19667,22689,23135;1;DARS2;NM_018122;chr1:173797537-173799797|chr1:173823043-173825803
chr1;173814366;173819617;+;2;63,153;0,5098;1;DARS2;NM_018122;chr1:173810111-173814366|chr1:173819617-173822486
chr1;173814366;173823043;+;4;63,153,219,111;0,5098,8120,8566;1;DARS2;NM_018122;chr1:173810111-173814366|chr1:173823043-173825803
chr1;173833394;173833842;-;3;48,23,30;0,227,418;1;GAS5;NR_002578;chr1:173833213-173833394|chr1:173833842-173834366
chr1;173915613;173934258;-;8;133,91,214,153,168,371,215,282;0,270,893,5510,14601,15249,17497,18363;1;RC3H1;NM_172071;chr1:173912753-173915613|chr1:173934258-173939642
chr1;173933976;173934258;-;1;282;0;1;RC3H1;NM_172071;chr1:173933325-173933976|chr1:173934258-173939642
chr1;174200282;174200493;+;1;211;0;1;RABGAP1L;uc009wwq.2;chr1:174190302-174200282|chr1:174200493-174210620
chr1;174200282;174247917;+;7;211,175,158,147,67,103,167;0,10338,19330,21299,41269,44688,47468;1;RABGAP1L;uc009wwq.2;chr1:174190302-174200282|chr1:174247917-174274123
chr1;174241551;174274265;+;4;67,103,167,142;0,3419,6199,32572;2;RABGAP1L;uc009wwq.2;chr1:174221728-174241551|chr1:174274265-174340116
chr1;1747194;1756938;-;3;107,39,103;0,2081,9641;9;GNB1;NM_001282539;chr1:1737977-1747194|chr1:1756938-1822258
chr1;175937532;175937676;-;1;144;0;1;SCARNA3;NR_002998;None|None
chr1;175956078;175996824;-;4;161,125,118,117;0,1345,2419,40629;1;RFWD2;uc009wwv.2;chr1:175916375-175956078|chr1:175996824-176012321
chr1;176050287;176055026;-;2;136,115;0,4624;1;RFWD2;uc009wwv.2;chr1:176015460-176050287|chr1:176055026-176069380
chr1;176050287;176085817;-;4;136,115,117,58;0,4624,19093,35472;1;RFWD2;uc009wwv.2;chr1:176015460-176050287|chr1:176085817-176104145
chr1;176050287;176105683;-;6;136,115,117,58,77,60;0,4624,19093,35472,53858,55336;16;RFWD2;uc009wwv.2;chr1:176015460-176050287|chr1:176105683-176118141
chr1;176085759;176105683;-;3;58,77,60;0,18386,19864;7;RFWD2;uc009wwv.2;chr1:176069497-176085759|chr1:176105683-176118141
chr1;176085759;176118210;-;4;58,77,60,69;0,18386,19864,32382;2;RFWD2;uc009wwv.2;chr1:176069497-176085759|chr1:176118210-176132004
chr1;176104145;176133027;-;4;77,69,120,77;0,13996,27859,28805;2;RFWD2;uc001gkt.1;chr1:176085817-176104145|chr1:176133027-176145045
chr1;176118141;176133027;-;3;69,120,77;0,13863,14809;1;RFWD2;uc001gkt.1;chr1:176104222-176118141|chr1:176133027-176145045
chr1;176118141;176153828;-;5;69,120,65,98,60;0,13863,14821,26904,35627;7;RFWD2;NM_001001740;chr1:176104222-176118141|chr1:176153828-176175707
chr1;176132004;176133027;-;2;120,77;0,946;1;RFWD2;uc001gkt.1;chr1:176118210-176132004|chr1:176133027-176145045
chr1;176132004;176153828;-;4;120,65,98,60;0,958,13041,21764;4;RFWD2;NM_001001740;chr1:176118210-176132004|chr1:176153828-176175707
chr1;176903287;176934373;-;8;189,105,128,195,167,151,138,75;0,2114,9739,11774,15033,23526,24193,31011;2;ASTN1;uc001glb.1;chr1:176863966-176903287|chr1:176934373-176983926
chr1;177030213;177030401;-;1;188;0;1;ASTN1;uc001glb.1;chr1:177001985-177030213|chr1:177030401-177133529
chr1;178252698;178269253;+;2;128,127;0,16428;1;RASAL2;uc009wxb.2;chr1:178063829-178252698|chr1:178269253-178359234
chr1;178846632;178863159;+;8;138,91,68,136,152,55,78,106;0,1404,5968,7578,8471,12144,14732,16421;1;RALGPS2;NM_152663;chr1:178802685-178846632|chr1:178863159-178866798
chr1;178846632;178871346;+;10;138,91,68,136,152,55,78,106,93,106;0,1404,5968,7578,8471,12144,14732,16421,20166,24608;1;RALGPS2;NM_152663;chr1:178802685-178846632|chr1:178871346-178875910
chr1;179012849;179023773;+;3;510,87,110;0,6564,10814;2;FAM20B;NM_014864;chr1:178995233-179012849|chr1:179023773-179033061
chr1;179033061;179033631;+;2;172,192;0,378;2;FAM20B;NM_014864;chr1:179023773-179033061|chr1:179033631-179035934
chr1;179033061;179035994;+;3;172,192,60;0,378,2873;1;FAM20B;NM_014864;chr1:179023773-179033061|chr1:179035994-179041047
chr1;179086466;179087899;-;2;185,178;0,1255;1;ABL2;NM_001136000;chr1:179084165-179086466|chr1:179087899-179089324
chr1;179086466;179102509;-;7;185,178,85,273,296,171,63;0,1255,2858,4263,9045,13979,15980;1;ABL2;NM_001136000;chr1:179084165-179086466|chr1:179102509-179112067
chr1;179089324;179091002;-;2;85,273;0,1405;5;ABL2;NM_001136000;chr1:179087899-179089324|chr1:179091002-179095511
chr1;179100445;179100616;-;1;171;0;2;ABL2;NM_001136000;chr1:179095807-179100445|chr1:179100616-179102446
chr1;179100445;179102509;-;2;171,63;0,2001;8;ABL2;NM_001136000;chr1:179095807-179100445|chr1:179102509-179112067
chr1;179271811;179307031;+;3;126,152,60;0,32829,35160;2;SOAT1;NM_001252511;chr1:179263071-179271811|chr1:179307031-179308572
chr1;179304640;179310445;+;4;152,60,108,283;0,2331,3932,5522;2;SOAT1;NM_001252511;chr1:179271937-179304640|chr1:179310445-179311248
chr1;179304640;179320597;+;12;152,60,108,283,79,82,46,130,98,99,136,146;0,2331,3932,5522,6608,7356,8084,9441,12094,13338,14790,15811;1;SOAT1;NM_001252511;chr1:179271937-179304640|chr1:179320597-179322719
chr1;179306971;179312770;+;6;60,108,283,79,82,46;0,1601,3191,4277,5025,5753;1;SOAT1;NM_001252511;chr1:179304792-179306971|chr1:179312770-179314081
chr1;179310162;179312770;+;4;283,79,82,46;0,1086,1834,2562;1;SOAT1;NM_001252511;chr1:179308680-179310162|chr1:179312770-179314081
chr1;179311248;179312770;+;3;79,82,46;0,748,1476;4;SOAT1;NM_001252511;chr1:179310445-179311248|chr1:179312770-179314081
chr1;179316734;179318077;+;2;98,99;0,1244;1;SOAT1;NM_001252511;chr1:179314211-179316734|chr1:179318077-179319430
chr1;179316734;179320597;+;4;98,99,136,146;0,1244,2696,3717;1;SOAT1;NM_001252511;chr1:179314211-179316734|chr1:179320597-179322719
chr1;179347771;179364337;+;7;121,86,57,103,122,141,105;0,760,4063,4805,6601,15266,16461;3;AXDND1;uc001gmn.2;chr1:179339213-179347771|chr1:179364337-179380280
chr1;179858447;179873157;+;4;57,42,87,57;0,10813,11989,14653;1;TOR1AIP1;NM_015602;chr1:179853904-179858447|chr1:179873157-179876957
chr1;179955303;179966310;+;5;86,47,115,160,623;0,1071,4338,5893,10384;2;CEP350;NM_014810;chr1:179924277-179955303|chr1:179966310-179972308
chr1;179972308;179975702;+;2;114,114;0,3280;9;CEP350;NM_014810;chr1:179966310-179972308|chr1:179975702-179981063
chr1;179972308;179993717;+;8;114,114,147,659,122,1061,151,164;0,3280,8755,10673,12675,16775,19524,21245;1;CEP350;NM_014810;chr1:179966310-179972308|chr1:179993717-180000454
chr1;179972308;180006224;+;11;114,114,147,659,122,1061,151,164,175,221,164;0,3280,8755,10673,12675,16775,19524,21245,28146,30688,33752;1;CEP350;NM_014810;chr1:179966310-179972308|chr1:180006224-180010272
chr1;180010272;180017840;+;5;111,141,137,123,170;0,524,1918,2913,7398;2;CEP350;NM_014810;chr1:180006224-180010272|chr1:180017840-180022104
chr1;180031354;180034407;+;2;147,158;0,2895;1;CEP350;NM_014810;chr1:180023637-180031354|chr1:180034407-180044156
chr1;180044156;180059931;+;6;200,212,145,161,140,83;0,3441,5495,8996,12556,15692;1;CEP350;NM_014810;chr1:180034407-180044156|chr1:180059931-180061748
chr1;180053152;180056852;+;2;161,140;0,3560;1;CEP350;NM_014810;chr1:180049796-180053152|chr1:180056852-180059848
chr1;180366650;180382606;-;2;90,106;0,15850;4;ACBD6;NM_032360;chr1:180283857-180366650|chr1:180382606-180399314
chr1;180366650;180399397;-;3;90,106,83;0,15850,32664;1;ACBD6;NM_032360;chr1:180283857-180366650|chr1:180399397-180461403
