Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr9;96233422;96261168;+;4;247,83,129,97;0,5115,26330,27649;7;FAM120A;uc004atv.3;chr9:96214671-96233422|chr9:96261168-96277948
chr1;117944807;117948267;+;2;256,97;0,3363;6;MAN1A2;NM_006699;chr1:117911107-117944807|chr1:117948267-117957334
chr1;231930987;231954263;+;3;55,103,189;0,4866,23087;6;DISC1;NM_001164539;chr1:231906816-231930987|chr1:231954263-231990484
chr1;32381495;32385259;-;2;93,689;0,3075;6;PTP4A2;NM_080391;chr1:32377427-32381495|chr1:32385259-32403587
chr1;33413822;33415375;-;2;142,206;0,1347;6;RNF19B;NM_001127361;chr1:33412165-33413822|chr1:33415375-33429651
chr10;112723882;112745523;+;2;937,138;0,21503;6;SHOC2;NM_007373;chr10:112679415-112723882|chr10:112745523-112760172
chr10;5836847;5842668;-;3;135,100,108;0,1878,5713;6;GDI2;NM_001494;chr10:5828013-5836847|chr10:5842668-5855176
chr10;74474868;74475660;+;2;116,49;0,743;6;MCU;uc009xqp.1;chr10:74468114-74474868|chr10:74475660-74594116
chr11;3424822;3426193;+;2;60,110;0,1261;6;LOC650368;NR_024248;chr11:3424182-3424822|chr11:3426193-3427728
chr11;46515157;46534363;-;4;101,81,180,87;0,516,14583,19119;6;AMBRA1;uc010rgt.2;chr11:46465148-46515157|chr11:46534363-46563494
chr11;75115464;75115610;+;1;146;0;6;SNORD15B;NR_000025;None|None
chr12;19626181;19653155;+;3;108,187,125;0,20552,26849;6;AEBP2;NM_001114176;chr12:19615651-19626181|chr12:19653155-19665331
chr12;26703179;26755639;-;11;109,143,191,121,129,126,252,201,123,126,90;0,5986,11515,28466,29780,45218,46636,48898,49740,52123,52370;6;ITPR2;NM_002223;chr12:26648193-26703179|chr12:26755639-26774055
chr12;32751430;32764217;+;6;90,146,157,139,59,147;0,2781,3664,9460,12279,12640;6;FGD4;uc001rlc.3;chr12:32735401-32751430|chr12:32764217-32772631
chr12;51402258;51404549;-;2;149,72;0,2219;6;SLC11A2;NM_001174126;chr12:51399219-51402258|chr12:51404549-51420092
chr15;44046021;44048964;+;2;79,118;0,2825;6;PDIA3;NM_005313;chr15:44038904-44046021|chr15:44048964-44053621
chr15;73064123;73067438;-;2;63,226;0,3089;6;ADPGK;NM_031284;chr15:73052868-73064123|chr15:73067438-73075799
chr16;4516153;4519466;-;2;250,239;0,3074;6;NMRAL1;uc002cwm.3;chr16:4513851-4516153|chr16:4519466-4524093
chr17;57808781;57816308;+;4;102,136,91,111;0,3917,6032,7416;6;VMP1;NM_030938;chr17:57785109-57808781|chr17:57816308-57842331
chr17;62515438;62522318;+;5;116,126,194,113,130;0,2081,3381,6449,6750;6;CEP95;NM_138363;chr17:62512946-62515438|chr17:62522318-62523228
chr17;80858526;80869665;+;6;81,74,118,61,23,32;0,2754,5285,7110,8634,11107;6;TBCD;uc002kfx.1;chr17:80851508-80858526|chr17:80869665-80878431
chr18;12366963;12371690;-;4;153,107,78,100;0,311,3884,4627;6;AFG3L2;NM_006796;chr18:12363855-12366963|chr18:12371690-12376967
chr18;12999419;13030607;+;10;168,126,176,53,121,149,136,125,340,144;0,2036,9035,13552,15907,17767,19059,19661,30242,31044;6;CEP192;NM_032142;chr18:12991436-12999419|chr18:13030607-13037235
chr18;74561481;74563895;+;2;143,165;0,2249;6;ZNF236;NM_007345;chr18:74536362-74561481|chr18:74563895-74580640
chr19;34921480;34929671;+;5;84,71,65,101,122;0,1285,2772,4292,8069;6;UBA2;NM_005499;chr19:34919475-34921480|chr19:34929671-34934748
chr2;45773870;45789895;-;5;108,91,158,108,104;0,790,4393,6891,15921;6;SRBD1;uc010yoc.2;chr2:45715470-45773870|chr2:45789895-45795074
chr20;17936008;17937681;-;2;111,105;0,1568;6;SNX5;NM_014426;chr20:17934761-17936008|chr20:17937681-17949017
chr20;23370582;23383709;-;6;85,56,78,47,129,80;0,263,4976,5193,7126,13047;6;NAPB;NM_001283018;chr20:23361954-23370582|chr20:23383709-23401941
chr21;30693541;30702014;+;3;294,1335,207;0,4838,8266;6;BACH1;NM_001186;chr21:30671274-30693541|chr21:30702014-30714719
chr3;110863745;110866331;+;2;139,82;0,2504;6;PVRL3;NM_001243288;chr3:110845182-110863745|chr3:110866331-110911197
chr3;169863210;169867032;-;2;99,159;0,3663;6;PHC3;uc010hws.1;chr3:169854453-169863210|chr3:169867032-169889160
chr3;47663696;47719801;-;10;135,155,111,61,162,259,60,114,154,114;0,12983,13815,16513,39087,40127,48451,53268,54422,55991;6;SMARCC1;uc011bbc.1;chr3:47651817-47663696|chr3:47719801-47721926
chr4;140046317;140060651;-;3;166,238,85;0,12466,14249;6;ELF2;uc003ihp.1;chr4:139994721-140046317|None
chr4;146806829;146824367;-;3;481,173,1050;0,6565,16488;6;ZNF827;NM_178835;chr4:146791630-146806829|chr4:146824367-146859516
chr4;174169130;174169591;+;1;461;0;6;GALNT7;NM_017423;chr4:174090112-174169130|chr4:174169591-174213258
chr4;178274461;178274882;+;1;421;0;6;NEIL3;NM_018248;chr4:178272703-178274461|chr4:178274882-178281656
chr4;22403053;22404422;-;2;124,125;0,1244;6;GPR125;uc010ieo.2;chr4:22394313-22403053|chr4:22404422-22414804
chr4;3088665;3109150;+;5;84,121,60,80,139;0,12335,16885,18418,20346;6;HTT;NM_002111;chr4:3076815-3088665|chr4:3109150-3117030
chr4;37633006;37640126;-;3;139,237,58;0,3502,7062;6;RELL1;NM_001085399;chr4:37592839-37633006|chr4:37640126-37648989
chr5;122881110;122893258;+;3;425,41,70;0,7690,12078;6;CSNK1G3;NM_001031812;chr5:122848264-122881110|chr5:122893258-122909086
chr5;72370568;72373320;+;2;112,156;0,2596;6;FCHO2;NM_001146032;chr5:72364606-72370568|chr5:72373320-72374006
chr6;10703637;10705077;+;3;53,146,98;0,1102,1342;6;PAK1IP1;NM_017906;chr6:10702872-10703637|chr6:10705077-10707647
chr6;157357968;157431695;+;3;42,244,90;0,47827,73637;6;ARID1B;uc003qqq.1;chr6:157256710-157357968|chr6:157431695-157454161
chr6;158994451;159010814;+;5;104,56,91,122,111;0,7520,10534,11884,16252;6;TMEM181;NM_020823;chr6:158957897-158994451|chr6:159010814-159026298
chr6;159001971;159010814;+;4;56,91,122,111;0,3014,4364,8732;6;TMEM181;uc010kjr.1;chr6:158957897-159001971|chr6:159010814-159026298
chr6;160819010;160831878;+;4;104,155,169,118;0,9062,10774,12750;6;SLC22A3;NM_021977;chr6:160769880-160819010|chr6:160831878-160857811
chr7;22330793;22357656;-;5;67,169,122,107,51;0,17164,18794,24195,26812;6;RAPGEF5;NM_012294;chr7:22306631-22330793|chr7:22357656-22396448
chr7;24663284;24708279;+;8;119,153,153,228,132,100,69,162;0,18050,25946,26819,39924,41922,42355,44833;6;MPP6;NM_016447;chr7:24659839-24663284|chr7:24708279-24718749
chr7;65751497;65751696;+;1;199;0;6;TPST1;uc010kzy.2;chr7:65670509-65751497|chr7:65751696-65817491
chr8;102570646;102571040;+;1;394;0;6;GRHL2;uc011lhi.1;chr8:102565010-102570646|chr8:102571040-102582566
chr8;52773404;52773806;-;1;402;0;6;PCMTD1;NM_052937;chr8:52758323-52773404|chr8:52773806-52811489
chr9;134305476;134308181;+;2;170,178;0,2527;6;PRRC2B;uc004cam.1;chr9:134269650-134305476|chr9:134308181-134312006
chr9;136277418;136278041;-;2;194,144;0,479;6;REXO4;NM_001279350;chr9:136276193-136277418|chr9:136278041-136279784
chr9;86292641;86293514;-;2;235,159;0,714;6;UBQLN1;NM_013438;chr9:86284242-86292641|chr9:86293514-86294689
chr9;88233897;88248289;-;4;149,87,84,713;0,232,2219,13679;6;AGTPBP1;uc004aod.4;chr9:88211364-88233897|chr9:88248289-88257741
chr9;99284787;99327765;-;11;98,160,139,231,88,63,67,77,93,76,91;0,755,1081,11421,11949,16572,19320,29290,40187,42271,42887;6;CDC14B;NM_001077181;chr9:99272071-99284787|chr9:99327765-99329049
chrX;147743428;147744289;+;1;861;0;6;AFF2;uc004fco.3;chrX:147733640-147743428|chrX:147744289-147891399
chrX;24190831;24197887;+;2;86,588;0,6468;6;ZFX;NM_001178095;chrX:24167911-24190831|chrX:24197887-24225442
chr1;155408117;155408859;-;1;742;0;5;ASH1L;NM_018489;chr1:155385714-155408117|chr1:155408859-155429587
chr1;155408117;155429689;-;2;742,102;0,21470;5;ASH1L;NM_018489;chr1:155385714-155408117|chr1:155429689-155447676
chr1;167734819;167745403;+;4;167,214,133,103;0,6692,7653,10481;5;MPZL1;NM_003953;chr1:167691479-167734819|chr1:167745403-167757056
chr1;17907047;17914974;+;3;80,186,34;0,6907,7893;5;ARHGEF10L;uc009vpe.1;chr1:17866445-17907047|chr1:17914974-17928621
chr1;28907071;28907741;-;2;87,119;0,551;5;SNHG12;NR_024127;chr1:28906493-28907071|chr1:28907741-28908101
chr1;29068914;29070498;+;1;1584;0;5;YTHDF2;NM_001173128;chr1:29064850-29068914|chr1:29070498-29095440
chr1;29481207;29481422;-;1;215;0;5;SRSF4;NM_005626;chr1:29476704-29481207|chr1:29481422-29485885
chr1;31465236;31468067;-;2;271,167;0,2664;5;PUM1;NM_001020658;chr1:31454252-31465236|chr1:31468067-31478699
chr1;35824525;35827390;+;3;522,62,171;0,2269,2694;5;ZMYM4;NM_005095;chr1:35791006-35824525|chr1:35827390-35835629
chr1;44773981;44804994;-;4;92,60,117,278;0,4859,11318,30735;5;ERI3;NM_024066;chr1:44750579-44773981|chr1:44804994-44818521
chr10;103432671;103436193;-;3;133,186,96;0,573,3426;5;FBXW4;NM_022039;chr10:103427737-103432671|chr10:103436193-103454137
chr10;116879948;116889297;+;4;84,114,129,209;0,1514,7408,9140;5;ATRNL1;NM_001276282;chr10:116853802-116879948|chr10:116889297-116919800
chr10;123298105;123325218;-;4;124,170,78,267;0,12698,25910,26846;5;FGFR2;NM_001144914;chr10:123274833-123298105|chr10:123325218-123353222
chr10;70227879;70229920;-;2;184,183;0,1858;5;DNA2;NM_001080449;chr10:70225569-70227879|chr10:70229920-70231547
chr11;106849344;106856857;-;2;122,62;0,7451;5;GUCY1A2;NM_000855;chr11:106810904-106849344|chr11:106856857-106888478
chr11;18312988;18314523;-;2;578,78;0,1457;5;HPS5;NM_007216;chr11:18309560-18312988|chr11:18314523-18316566
chr11;36103202;36120011;+;2;126,135;0,16674;5;LDLRAD3;NM_174902;chr11:36057799-36103202|chr11:36120011-36248634
chr11;61205096;61205585;+;2;224,110;0,379;5;SDHAF2;NM_017841;chr11:61197654-61205096|chr11:61205585-61213412
chr11;77330650;77336863;-;4;90,174,108,102;0,2894,5357,6111;5;CLNS1A;NM_001293;chr11:77327740-77330650|chr11:77336863-77340807
chr11;77336007;77336863;-;2;108,102;0,754;5;CLNS1A;NM_001293;chr11:77333718-77336007|chr11:77336863-77340807
chr11;9225206;9229179;-;3;658,110,72;0,3013,3901;5;DENND5A;NM_001243254;chr11:9215228-9225206|chr11:9229179-9286507
chr12;100676720;100691953;+;3;205,158,145;0,8560,15088;5;SCYL2;uc001thm.1;chr12:100661174-100676720|chr12:100691953-100704821
chr12;101727078;101728282;+;2;144,80;0,1124;5;UTP20;NM_014503;chr12:101723227-101727078|chr12:101728282-101731828
chr12;19615443;19626289;+;2;208,108;0,10738;5;AEBP2;NM_001114176;chr12:19593304-19615443|chr12:19626289-19646733
chr12;26703179;26869175;-;32;109,143,191,121,129,126,252,201,123,126,90,174,166,58,130,194,151,145,252,186,120,173,162,142,161,100,152,45,96,147,84,99;0,5986,11515,28466,29780,45218,46636,48898,49740,52123,52370,70876,71993,74052,77786,81619,103729,105461,106050,107460,107764,108866,113438,115663,131627,132327,136234,145359,160926,165052,165505,165897;5;ITPR2;NM_002223;chr12:26648193-26703179|chr12:26869175-26875329
chr13;42439871;42442613;-;3;78,135,132;0,166,2610;5;VWA8;NM_015058;chr13:42407667-42439871|chr13:42442613-42457522
chr13;76287317;76335174;+;3;71,70,107;0,13847,47750;5;LMO7;NM_005358;chr13:76197456-76287317|chr13:76335174-76369536
chr13;78293666;78327493;+;4;140,150,342,156;0,24751,26982,33671;5;SLAIN1;NM_001242868;chr13:78272674-78293666|chr13:78327493-78334962
chr13;96409897;96416207;+;5;153,182,120,106,121;0,2396,3035,5999,6189;5;DNAJC3;NM_006260;chr13:96377506-96409897|chr13:96416207-96438192
chr14;20793697;20794952;-;2;115,78;0,1177;5;CCNB1IP1;uc001vwv.4;chr14:20786629-20793697|chr14:20794952-20797332
chr14;99723807;99724176;-;1;369;0;5;BCL11B;uc001yga.3;chr14:99697894-99723807|chr14:99724176-99737497
chr15;25330336;25332746;+;2;133,133;0,2277;5;SNURF-SNRPN;uc001yxh.1;chr15:25328674-25330336|chr15:25332746-25336736
chr15;90431752;90432372;-;2;112,92;0,528;5;AP3S2;NM_005829;chr15:90414778-90431752|chr15:90432372-90437112
chr16;47531309;47581459;+;6;90,139,100,108,81,116;0,2357,5592,14266,18122,50034;5;PHKB;NM_000293;chr16:47495337-47531309|chr16:47581459-47614205
chr16;69404385;69406258;-;2;147,87;0,1786;5;TERF2;NM_005652;chr16:69402385-69404385|chr16:69406258-69418482
chr17;34864900;34867294;-;3;74,172,91;0,1684,2303;5;MYO19;uc010cuu.3;chr17:34863763-34864900|chr17:34867294-34869271
chr17;59996760;60002460;-;3;114,103,139;0,2325,5561;5;INTS2;NM_020748;chr17:59989431-59996760|chr17:60002460-60003712
chr17;65941524;65944422;+;3;488,83,226;0,2317,2672;5;BPTF;NM_004459;chr17:65940488-65941524|chr17:65944422-65955656
chr18;12999419;13019205;+;8;168,126,176,53,121,149,136,125;0,2036,9035,13552,15907,17767,19059,19661;5;CEP192;NM_032142;chr18:12991436-12999419|chr18:13019205-13029661
chr18;46858233;46906128;-;5;143,126,73,134,94;0,1864,31297,46703,47801;5;DYM;NM_017653;chr18:46812986-46858233|chr18:46906128-46917962
chr19;1032390;1032695;+;2;67,138;0,167;5;CNN2;uc002lqt.1;chr19:1031191-1032390|chr19:1032695-1036414
chr19;41242890;41243674;+;2;102,72;0,712;5;ITPKC;NM_025194;chr19:41239269-41242890|chr19:41243674-41245261
chr2;107446521;107460490;-;4;175,102,98,1000;0,2499,3983,12969;5;ST6GAL2;NM_001142351;chr2:107423405-107446521|chr2:107460490-107502548
chr2;170401230;170413807;-;4;115,487,132,111;0,1497,10403,12466;5;FASTKD1;NM_001281476;chr2:170396689-170401230|chr2:170413807-170416896
chr2;202625603;202626541;-;1;938;0;5;ALS2;NM_020919;chr2:202622482-202625603|chr2:202626541-202631951
chr2;207144263;207162097;+;3;53,109,128;0,2261,17706;5;ZDBF2;NM_020923;chr2:207139670-207144263|chr2:207162097-207169440
chr2;215632205;215646233;-;3;173,81,950;0,1750,13078;5;BARD1;NM_000465;chr2:215617279-215632205|chr2:215646233-215657020
chr2;24357988;24369956;+;4;69,81,88,157;0,4251,11629,11811;5;FAM228B;uc002rew.3;chr2:24318099-24357988|chr2:24369956-24384375
chr2;45773870;45780869;-;4;108,91,158,108;0,790,4393,6891;5;SRBD1;uc010yoc.2;chr2:45715470-45773870|chr2:45780869-45789791
chr20;31379406;31380576;+;2;108,145;0,1025;5;DNMT3B;uc010ztx.1;chr20:31376818-31379406|chr20:31380576-31383120
chr21;16386664;16415895;-;2;123,80;0,29151;5;NRIP1;NM_003489;chr21:16340847-16386664|chr21:16415895-16437065
chr21;46275124;46281186;-;3;47,172,109;0,983,5953;5;PTTG1IP;NM_004339;chr21:46271542-46275124|chr21:46281186-46285309
chr3;133894452;133914026;-;7;160,110,133,70,87,135,101;0,321,2332,7393,13228,16240,19473;5;RYK;NM_001005861;chr3:133878217-133894452|chr3:133914026-133921573
chr3;157839891;157841780;+;2;196,126;0,1763;5;RSRC1;uc011bou.2;chr3:157828000-157839891|chr3:157841780-158015827
chr3;17051165;17056403;+;2;2487,204;0,5034;5;PLCL2;NM_001144382;chr3:16926865-17051165|chr3:17056403-17084365
chr3;33109721;33110462;-;2;61,151;0,590;5;GLB1;NM_001079811;chr3:33107049-33109721|chr3:33110462-33114035
chr3;47651555;47719801;-;11;262,135,155,111,61,162,259,60,114,154,114;0,12141,25124,25956,28654,51228,52268,60592,65409,66563,68132;5;SMARCC1;uc011bbc.1;chr3:47632327-47651555|chr3:47719801-47721926
chr3;47719687;47727660;-;3;114,72,122;0,2239,7851;5;SMARCC1;NM_003074;chr3:47718272-47719687|chr3:47727660-47730876
chr4;108603170;108622441;-;4;119,139,236,115;0,5024,11756,19156;5;PAPSS1;NM_005443;chr4:108581228-108603170|chr4:108622441-108641275
chr4;186168447;186188309;+;4;85,217,173,187;0,11554,17144,19675;5;SNX25;NM_031953;chr4:186131409-186168447|chr4:186188309-186209165
chr4;3317796;3344780;+;2;1982,117;0,26867;5;RGS12;uc003ggu.2;chr4:3294826-3317796|chr4:3344780-3388142
chr4;77045801;77065626;-;7;108,94,55,197,188,227,84;0,6007,6581,7874,9526,11537,19741;5;NUP54;NM_001278603;chr4:77039347-77045801|chr4:77065626-77069460
chr5;139819703;139828890;+;4;148,148,234,95;0,876,5623,9092;5;ANKHD1;NM_001197030;chr5:139818202-139819703|chr5:139828890-139838209
chr5;36953719;36976504;+;8;143,166,128,100,152,161,97,627;0,1854,4486,7866,8505,17258,18327,22158;5;NIPBL;NM_015384;chr5:36877280-36953719|chr5:36976504-36984777
chr5;38991050;39003724;-;4;127,64,132,65;0,5870,11586,12609;5;RICTOR;NM_152756;chr5:38982138-38991050|chr5:39003724-39021140
chr5;74639677;74640157;+;2;112,88;0,392;5;HMGCR;uc011cst.2;chr5:74638595-74639677|chr5:74640157-74641398
chr5;76758919;76760634;-;2;132,49;0,1666;5;WDR41;NM_018268;chr5:76754949-76758919|chr5:76760634-76785281
chr6;101214440;101296583;-;7;141,201,126,142,205,121,560;0,580,32148,32866,33735,39195,81583;5;ASCC3;NM_006828;chr6:101173579-101214440|chr6:101296583-101311939
chr6;117010482;117013555;+;3;134,102,100;0,2735,2973;5;KPNA5;NM_002269;chr6:117002501-117010482|chr6:117013555-117019866
chr6;4891946;4892613;+;1;667;0;5;CDYL;NR_026590;chr6:4735078-4891946|chr6:4892613-4935748
chr7;152480271;152498816;+;3;56,125,111;0,17344,18434;5;ACTR3B;NM_001040135;chr7:152457011-152480271|chr7:152498816-152511634
chr7;22999874;23030758;-;9;160,88,117,96,116,81,180,102,79;0,979,4159,15954,16437,17085,18013,23688,30805;5;FAM126A;NM_032581;chr7:22985782-22999874|chr7:23030758-23053543
chr7;35050079;35058208;-;5;94,121,138,88,25;0,862,3100,7414,8104;5;DPY19L1;NM_015283;chr7:35029553-35050079|chr7:35058208-35077429
chr7;73100965;73101425;+;3;96,83,97;0,182,363;5;WBSCR22;NM_001202560;chr7:73098134-73100965|chr7:73101425-73105245
chr7;90355880;90356126;+;1;246;0;5;CDK14;uc003ukt.1;chr7:90233563-90355880|chr7:90356126-90376995
chr8;124089350;124117704;+;7;147,116,179,152,160,201,177;0,5591,7051,16480,20171,23696,28177;5;TBC1D31;NM_001145088;chr8:124085086-124089350|chr8:124117704-124121556
chr8;141749116;141762415;-;5;90,101,116,101,85;0,4212,5634,7742,13214;5;PTK2;uc003yvo.3;chr8:141745554-141749116|chr8:141762415-141771263
chr8;141799572;141900868;-;12;53,31,118,108,78,141,55,63,80,88,167,227;0,3880,10985,14069,28803,29406,40998,56786,57125,74838,89997,101069;5;PTK2;NM_001199649;chr8:141774389-141799572|chr8:141900868-141935759
chr8;38314873;38315052;-;1;179;0;5;FGFR1;NM_001174065;chr8:38287466-38314873|chr8:38315052-38325189
chr9;114289547;114296633;+;4;540,89,127,93;0,3607,6471,6993;5;ZNF483;uc011lwq.2;chr9:114287542-114289547|chr9:114296633-114301725
chr9;86293355;86301070;-;4;159,263,116,152;0,1334,4510,7563;5;UBQLN1;NM_013438;chr9:86292876-86293355|chr9:86301070-86322414
chrX;130498722;130503026;-;3;178,82,101;0,3619,4203;5;IGSF1;uc004ewf.2;chrX:130438097-130498722|chrX:130503026-130522990
chrX;44870205;44879975;+;2;59,121;0,9649;5;KDM6A;uc022bvi.1;chrX:44833960-44870205|chrX:44879975-44894175
chrX;79544404;79565732;-;4;152,108,147,155;0,758,1972,21173;5;CR627394;uc004edk.1;chrX:79490089-79544404|None
chr1;115005725;115007010;-;3;133,145,119;0,308,1166;4;TRIM33;NM_015906;chr1:114976355-115005725|chr1:115007010-115053171
chr1;155695172;155695810;+;2;109,93;0,545;4;DAP3;NM_001199849;chr1:155691409-155695172|chr1:155695810-155697398
chr1;176524542;176526377;+;1;1835;0;4;PAPPA2;NM_021936;chr1:176432554-176524542|chr1:176526377-176563659
chr1;179100445;179102509;-;2;171,63;0,2001;4;ABL2;NM_001136000;chr1:179095807-179100445|chr1:179102509-179112067
chr1;180953812;180962561;-;4;95,107,126,63;0,3562,5307,8686;4;STX6;NM_005819;chr1:180945782-180953812|chr1:180962561-180971741
chr1;21295966;21329301;-;5;123,98,115,180,96;0,3528,10860,11574,33239;4;EIF4G3;uc009vpz.3;chr1:21276604-21295966|chr1:21329301-21377358
chr1;220386228;220387321;-;2;82,124;0,969;4;RAB3GAP2;NM_012414;chr1:220384344-220386228|chr1:220387321-220406140
chr1;233334684;233344435;-;3;92,111,172;0,1215,9579;4;PCNXL2;NM_014801;chr1:233314921-233334684|chr1:233344435-233353644
chr1;233344263;233372726;-;5;172,33,154,146,136;0,9381,9513,18708,28327;4;PCNXL2;NM_014801;chr1:233336010-233344263|chr1:233372726-233386484
chr1;237538016;237540735;+;2;79,113;0,2606;4;RYR2;NM_001035;chr1:237532908-237538016|chr1:237540735-237550580
chr1;45223227;45223812;+;3;91,64,92;0,352,493;4;KIF2C;NM_006845;chr1:45221909-45223227|chr1:45223812-45224877
chr1;47761436;47767420;-;4;84,64,43,188;0,4140,4345,5796;4;STIL;uc010omn.1;chr1:47759216-47761436|chr1:47767420-47767905
chr1;51868106;51874004;-;4;91,114,204,198;0,984,3470,5700;4;EPS15;NM_001159969;chr1:51866625-51868106|chr1:51874004-51875206
chr1;52981562;52992045;-;2;164,811;0,9672;4;ZCCHC11;NM_001009881;chr1:52975384-52981562|chr1:52992045-53018602
chr1;59787207;59812070;+;2;215,152;0,24711;4;FGGY;uc001czg.2;chr1:59762822-59787207|chr1:59812070-59844420
chr1;70758070;70781249;-;6;162,132,145,67,46,86;0,3742,8376,13836,21357,23093;4;ANKRD13C;NM_030816;chr1:70742527-70758070|chr1:70781249-70790535
chr10;105197771;105198565;+;2;57,123;0,671;4;PDCD11;NM_014976;chr10:105194732-105197771|chr10:105198565-105199502
chr10;116879948;116931050;+;7;84,114,129,209,175,88,256;0,1514,7408,9140,39852,45369,50846;4;ATRNL1;NM_207303;chr10:116853802-116879948|chr10:116931050-116975454
chr10;126370175;126370948;-;1;773;0;4;FAM53B;uc001lhu.1;chr10:126307362-126370175|chr10:126370948-126384726
chr10;17746429;17747740;+;3;88,55,154;0,539,1157;4;STAM;NM_003473;chr10:17742278-17746429|chr10:17747740-17750774
chr10;5815804;5842668;-;5;100,132,199,100,108;0,11300,12010,22921,26756;4;GDI2;NM_001115156;chr10:5810347-5815804|chr10:5842668-5855176
chr10;62021616;62039397;-;6;99,186,99,99,99,102;0,1976,8272,16915,17191,17679;4;ANK3;NM_020987;chr10:61994544-62021616|chr10:62039397-62149182
chr10;70411602;70412351;+;2;91,94;0,655;4;TET1;NM_030625;chr10:70406762-70411602|chr10:70412351-70426801
