Chromosome,Start,End,Strand,H9_JReads,FB_JReads,geneName,H9_RPKM,FB_RPKM,log2FoldChange_mRNA,log2FoldChange_circ,Total_Sites_Per_circ,Effective_sites,quartile
chr1,55330975,55341720,-,1,2,DHCR24,72.04,31.49,-1.1939044237708665,1,11,16.5,++ sites
chr1,55340765,55341720,-,1,2,DHCR24,72.04,31.49,-1.1939044237708665,1,6,9,+ sites
chr1,55555299,55587179,-,1,2,USP24,14.92,19.92,0.4169701118128434,1,18,27,+++ sites
chr1,55566511,55573103,-,1,2,USP24,14.92,19.92,0.4169701118128434,1,9,13.5,++ sites
chr1,61743191,61824946,+,1,2,NFIA,0.1,2.21,4.465974464504069,1,1,1.5,- sites
chr1,62907158,62907970,+,2,8,USP1,38.26,38.08,-0.0068033950381688885,2,10,50,+++ sites
chr1,62907158,62908990,+,1,3,USP1,38.26,38.08,-0.0068033950381688885,1.584962500721156,11,22,++ sites
chr1,62907158,62911100,+,1,3,USP1,38.26,38.08,-0.0068033950381688885,1.584962500721156,21,42,+++ sites
chr1,62908829,62914337,+,1,2,USP1,38.26,38.08,-0.0068033950381688885,1,17,25.5,+++ sites
chr1,62910408,62913182,+,1,2,USP1,38.26,38.08,-0.0068033950381688885,1,12,18,++ sites
chr1,62910408,62914337,+,1,2,USP1,38.26,38.08,-0.0068033950381688885,1,16,24,++ sites
chr1,62939652,62943505,-,1,2,DOCK7,12.94,25,0.950090477556942,1,2,3,- sites
chr1,62958374,62973729,-,1,2,DOCK7,12.94,25,0.950090477556942,1,6,9,+ sites
chr1,62970300,62973729,-,1,2,DOCK7,12.94,25,0.950090477556942,1,1,1.5,- sites
chr1,62976247,63010710,-,1,2,DOCK7,12.94,25,0.950090477556942,1,9,13.5,++ sites
chr1,63042932,63044637,-,1,2,DOCK7,12.94,25,0.950090477556942,1,1,1.5,- sites
chr1,63042932,63052295,-,1,5,DOCK7,12.94,25,0.950090477556942,2.321928094887362,1,3,- sites
chr1,63084376,63128801,-,1,2,DOCK7,12.94,25,0.950090477556942,1,4,6,+ sites
chr1,63113361,63119830,-,1,2,DOCK7,12.94,25,0.950090477556942,1,3,4.5,- sites
chr1,63294710,63307218,+,1,2,ATG4C,15.49,8.98,-0.7865497940484215,1,2,3,- sites
chr1,65016276,65107652,+,1,2,CACHD1,16.23,12.32,-0.39766074385307004,1,5,7.5,+ sites
chr1,65243305,65255197,+,1,2,RAVER2,14.62,10.5,-0.47755398339895216,1,2,3,- sites
chr1,65243305,65280523,+,1,3,RAVER2,14.62,10.5,-0.47755398339895216,1.584962500721156,6,12,++ sites
chr1,65278420,65280523,+,1,2,RAVER2,14.62,10.5,-0.47755398339895216,1,2,3,- sites
chr1,65316486,65332891,-,1,2,JAK1,15.36,19.28,0.3279268355088056,1,7,10.5,+ sites
chr1,67885691,67890906,-,1,2,SERBP1,128.69,72.28,-0.8322315403714713,1,4,6,+ sites
chr1,70625012,70654956,-,1,2,LRRC40,25.93,26.17,0.013291718194740284,1,9,13.5,++ sites
chr1,70694104,70705203,+,1,2,SRSF11,88.54,100.18,0.17819323816003607,1,24,36,+++ sites
chr1,70736538,70742527,-,1,2,ANKRD13C,6.42,8.53,0.40997244419598694,1,17,25.5,+++ sites
chr1,70736538,70781249,-,1,3,ANKRD13C,6.42,8.53,0.40997244419598694,1.584962500721156,19,38,+++ sites
chr1,70758070,70781249,-,5,6,ANKRD13C,6.42,8.53,0.40997244419598694,0.2630344058337938,2,11,+ sites
chr1,70761812,70781249,-,1,4,ANKRD13C,6.42,8.53,0.40997244419598694,2,2,5,+ sites
chr1,77620133,77635080,-,1,3,PIGK,10.39,7.06,-0.5574555656330316,1.584962500721156,7,14,++ sites
chr1,78041752,78050340,-,2,2,ZZZ3,21.07,14.32,-0.5571588215530497,0,2,4,- sites
chr1,78045211,78050340,-,1,2,ZZZ3,21.07,14.32,-0.5571588215530497,1,2,3,- sites
chr1,78097519,78107340,-,1,5,ZZZ3,21.07,14.32,-0.5571588215530497,2.321928094887362,16,48,+++ sites
chr1,78097534,78107340,-,1,28,ZZZ3,21.07,14.32,-0.5571588215530497,4.807354922057604,16,232,+++ sites
chr1,78167053,78191447,-,1,2,USP33,26.57,44.91,0.7572384942890661,1,2,3,- sites
chr1,78181426,78196416,-,1,2,USP33,26.57,44.91,0.7572384942890661,1,18,27,+++ sites
chr1,78183551,78191447,-,1,7,USP33,26.57,44.91,0.7572384942890661,2.807354922057604,2,8,+ sites
chr1,78191306,78201843,-,1,2,USP33,26.57,44.91,0.7572384942890661,1,18,27,+++ sites
chr1,78204949,78207433,-,1,2,USP33,26.57,44.91,0.7572384942890661,1,5,7.5,+ sites
chr1,78206561,78207433,-,1,2,USP33,26.57,44.91,0.7572384942890661,1,2,3,- sites
chr1,78248922,78280916,+,1,3,FAM73A,2.75,3.9,0.5040425053375888,1.584962500721156,2,4,- sites
chr1,78248922,78309092,+,1,2,FAM73A,2.75,3.9,0.5040425053375888,1,2,3,- sites
chr1,78248922,78329713,+,1,2,FAM73A,2.75,3.9,0.5040425053375888,1,7,10.5,+ sites
chr1,78267015,78280916,+,2,13,FAM73A,2.75,3.9,0.5040425053375888,2.700439718141092,2,15,++ sites
chr1,78267015,78332076,+,1,3,FAM73A,2.75,3.9,0.5040425053375888,1.584962500721156,7,14,++ sites
chr1,78324622,78329713,+,1,2,FAM73A,2.75,3.9,0.5040425053375888,1,5,7.5,+ sites
chr1,82302569,82372915,+,2,10,LPHN2,41.88,64.14,0.6149629115108383,2.321928094887362,8,48,+++ sites
chr1,82431741,82437602,+,1,2,LPHN2,41.88,64.14,0.6149629115108383,1,4,6,+ sites
chr1,84644859,84663507,+,1,3,PRKACB,10.41,60.38,2.536100688214208,1.584962500721156,1,2,- sites
chr1,84644859,84680000,+,1,9,PRKACB,10.41,60.38,2.536100688214208,3.169925001442312,3,15,++ sites
chr1,84662298,84663507,+,1,2,PRKACB,10.41,60.38,2.536100688214208,1,1,1.5,- sites
chr1,85121514,85136991,-,1,4,SSX2IP,9.45,12.02,0.34705066160275044,2,4,10,+ sites
chr1,87185189,87190088,+,1,2,SH3GLB1,14.04,26.54,0.9186254350656328,1,4,6,+ sites
chr1,87188222,87190088,+,1,2,SH3GLB1,14.04,26.54,0.9186254350656328,1,4,6,+ sites
chr1,87200284,87200862,+,1,2,SH3GLB1,14.04,26.54,0.9186254350656328,1,5,7.5,+ sites
chr1,89206670,89251896,+,1,2,PKN2,16.09,22.27,0.4689372320643435,1,19,28.5,+++ sites
chr1,89236034,89237562,+,3,18,PKN2,16.09,22.27,0.4689372320643435,2.584962500721156,18,189,+++ sites
chr1,89236034,89251896,+,1,16,PKN2,16.09,22.27,0.4689372320643435,4,18,153,+++ sites
chr1,89251786,89287686,+,1,3,PKN2,16.09,22.27,0.4689372320643435,1.584962500721156,8,16,++ sites
chr1,90015473,90050348,+,2,2,LRRC8B,10.8,7.82,-0.4657907997434786,0,24,48,+++ sites
chr1,92327027,92327201,-,1,2,TGFBR3,0.99,0.71,-0.4796095005749276,1,1,1.5,- sites
chr1,93128976,93170301,-,1,5,EVI5,2.46,3.63,0.5613112326565108,2.321928094887362,4,12,++ sites
chr1,93142714,93170301,-,1,3,EVI5,2.46,3.63,0.5613112326565108,1.584962500721156,4,8,+ sites
chr1,93159358,93170301,-,2,2,EVI5,2.46,3.63,0.5613112326565108,0,4,8,+ sites
chr1,93965024,93996440,+,1,2,FNBP1L,54.51,88.75,0.7032261992114972,1,2,3,- sites
chr1,94341823,94343418,-,3,4,DNTTIP2,59.75,23.53,-1.3444373925311757,0.41503749927884376,21,73.5,+++ sites
chr1,94360169,94367225,-,2,4,GCLM,9.84,4.04,-1.284303022587445,1,4,12,++ sites
chr1,94924162,94956803,+,1,3,ABCD3,23.38,29.82,0.3510053277517862,1.584962500721156,6,12,++ sites
chr1,94924162,94972198,+,1,2,ABCD3,23.38,29.82,0.3510053277517862,1,8,12,++ sites
chr1,94953097,94956803,+,3,16,ABCD3,23.38,29.82,0.3510053277517862,2.415037499278844,5,47.5,+++ sites
chr1,94953097,94965170,+,1,2,ABCD3,23.38,29.82,0.3510053277517862,1,7,10.5,+ sites
chr1,94953097,94972198,+,1,4,ABCD3,23.38,29.82,0.3510053277517862,2,7,17.5,++ sites
chr1,94964157,94965170,+,1,2,ABCD3,23.38,29.82,0.3510053277517862,1,2,3,- sites
chr1,95609446,95616975,+,2,3,TMEM56,1.32,2.04,0.6280312226130421,0.5849625007211562,14,35,+++ sites
chr1,95609446,95639445,+,1,2,TMEM56,1.32,2.04,0.6280312226130421,1,14,21,++ sites
chr1,97216980,97250810,+,1,5,PTBP2,26.96,60.7,1.170876019961186,2.321928094887362,4,12,++ sites
chr1,97235258,97250810,+,1,9,PTBP2,26.96,60.7,1.170876019961186,3.169925001442312,4,20,++ sites
chr1,97236263,97250810,+,1,3,PTBP2,26.96,60.7,1.170876019961186,1.584962500721156,4,8,+ sites
chr1,97981281,98060722,-,1,2,DPYD,0.06,2.56,5.415037499278844,1,8,12,++ sites
chr1,98015115,98060722,-,1,2,DPYD,0.06,2.56,5.415037499278844,1,8,12,++ sites
chr1,100327058,100327979,+,1,2,AGL,8.44,9.7,0.2007417483673048,1,4,6,+ sites
chr1,100335955,100343384,+,1,3,AGL,8.44,9.7,0.2007417483673048,1.584962500721156,4,8,+ sites
chr1,100525433,100527505,+,1,2,HIAT1,31.9,26.83,-0.24970936939171057,1,9,13.5,++ sites
chr1,100533532,100534142,+,1,2,HIAT1,31.9,26.83,-0.24970936939171057,1,7,10.5,+ sites
chr1,100905487,100950007,+,1,2,CDC14A,2.72,2.84,0.062284278254342434,1,2,3,- sites
chr1,101372407,101387397,+,2,11,SLC30A7,4.83,5.16,0.09534787658748098,2.4594316186372973,11,71.5,+++ sites
chr1,104070316,104093695,+,1,2,RNPC3,9.5,17.92,0.915571218839294,1,3,4.5,- sites
chr1,108690900,108703915,-,3,2,SLC25A24,30.62,9.7,-1.658417630425298,-0.5849625007211563,5,12.5,++ sites
chr1,108697604,108703915,-,1,2,SLC25A24,30.62,9.7,-1.658417630425298,1,5,7.5,+ sites
chr1,108697604,108728576,-,1,2,SLC25A24,30.62,9.7,-1.658417630425298,1,7,10.5,+ sites
chr1,108724562,108728576,-,1,2,SLC25A24,30.62,9.7,-1.658417630425298,1,2,3,- sites
chr1,109336203,109342927,+,1,2,hsa_circ_001217,23.35,14.6,-0.6774541808296448,1,3,4.5,- sites
chr1,109427896,109446876,+,1,3,GPSM2,7.69,17.68,1.2010627714296052,1.584962500721156,25,50,+++ sites
chr1,109439485,109446876,+,1,3,GPSM2,7.69,17.68,1.2010627714296052,1.584962500721156,24,48,+++ sites
chr1,109524354,109533951,-,1,2,WDR47,2.36,21.83,3.2094533656289497,1,2,3,- sites
chr1,109525230,109554340,-,1,3,WDR47,2.36,21.83,3.2094533656289497,1.584962500721156,18,36,+++ sites
chr1,109533875,109554340,-,1,2,WDR47,2.36,21.83,3.2094533656289497,1,18,27,+++ sites
chr1,109547213,109554340,-,1,2,WDR47,2.36,21.83,3.2094533656289497,1,18,27,+++ sites
chr1,109773499,109774408,+,1,2,SARS,15.47,19.51,0.3347405811599906,1,1,1.5,- sites
chr1,109869613,109888503,-,1,2,SORT1,18.08,19.23,0.08896408492470954,1,10,15,++ sites
chr1,109878861,109888500,-,1,2,SORT1,18.08,19.23,0.08896408492470954,1,8,12,++ sites
chr1,109952549,109953735,-,1,3,PSMA5,40.28,14.96,-1.428953508119148,1.584962500721156,2,4,- sites
chr1,111998707,111999377,+,1,2,ATP5F1,87.1,57.02,-0.6112046795482741,1,6,9,+ sites
chr1,111998707,112002258,+,1,2,ATP5F1,87.1,57.02,-0.6112046795482741,1,6,9,+ sites
chr1,113196219,113202401,+,3,6,CAPZA1,69.22,55.47,-0.31948121604009566,1,2,9,+ sites
chr1,113196219,113209767,+,1,4,CAPZA1,69.22,55.47,-0.31948121604009566,2,3,7.5,+ sites
chr1,114483003,114484081,+,1,3,HIPK1,14.09,15.07,0.09700780528818734,1.584962500721156,28,56,+++ sites
chr1,114964057,114970516,-,1,3,TRIM33,19.28,27.2,0.49650159990774,1.584962500721156,13,26,+++ sites
chr1,115262199,115263338,-,1,4,CSDE1,257.4,176.28,-0.546143251830628,2,2,5,+ sites
chr1,115262199,115280693,-,1,2,CSDE1,257.4,176.28,-0.546143251830628,1,20,30,+++ sites
chr1,117944807,117957453,+,8,70,MAN1A2,9.11,16.26,0.8358042982729773,3.1292830169449664,1,39,+++ sites
chr1,117944807,117963271,+,10,156,MAN1A2,9.11,16.26,0.8358042982729773,3.963474123974886,1,83,+++ sites
chr1,117944807,117984947,+,1,48,MAN1A2,9.11,16.26,0.8358042982729773,5.584962500721156,1,24.5,++ sites
chr1,117944807,118009049,+,1,8,MAN1A2,9.11,16.26,0.8358042982729773,3,8,36,+++ sites
chr1,117948170,117963271,+,1,2,MAN1A2,9.11,16.26,0.8358042982729773,1,1,1.5,- sites
chr1,117984852,118009049,+,1,2,MAN1A2,9.11,16.26,0.8358042982729773,1,7,10.5,+ sites
chr1,117984852,118045592,+,1,2,MAN1A2,9.11,16.26,0.8358042982729773,1,13,19.5,++ sites
chr1,118003110,118045592,+,3,6,MAN1A2,9.11,16.26,0.8358042982729773,1,9,40.5,+++ sites
chr1,118420630,118455305,-,1,2,GDAP2,2.51,2.42,-0.05268031667617743,1,10,15,++ sites
chr1,118454615,118461358,-,1,3,GDAP2,2.51,2.42,-0.05268031667617743,1.584962500721156,1,2,- sites
chr1,118461218,118463047,-,1,5,GDAP2,2.51,2.42,-0.05268031667617743,2.321928094887362,4,12,++ sites
chr1,120529582,120548211,-,1,3,NOTCH2,10.72,11.12,0.05285188226573469,1.584962500721156,22,44,+++ sites
chr1,121115831,121116815,+,1,2,hsa_circ_0005012,0,0,0,1,1,1.5,- sites
chr1,144598511,144615303,+,1,2,NBPF10,0.38,6.03,3.9880866784564994,1,5,7.5,+ sites
chr1,144598511,144615303,+,1,2,NBPF9,0.38,6.03,3.9880866784564994,1,100,150,+++ sites
chr1,144921834,144922638,-,1,2,LOC653513,2.25,9.1,2.0159415438690216,1,1,1.5,- sites
chr1,144921834,144922638,-,1,2,PDE4DIP,2.25,9.1,2.0159415438690216,1,5,7.5,+ sites
chr1,144946624,144952689,-,1,2,LOC653513,2.25,9.1,2.0159415438690216,1,2,3,- sites
chr1,145227040,145248894,+,1,2,NBPF9,2.16,7.19,1.7349604582758293,1,26,39,+++ sites
chr1,145594038,145595220,-,2,3,POLR3C,13.75,11.72,-0.2304590488771363,0.5849625007211562,4,10,+ sites
chr1,145646114,145663367,+,1,2,NBPF10,14.46,13.5,-0.09910814501292471,1,75,112.5,+++ sites
chr1,146724277,146731572,+,2,10,GPR89C,41.23,18.92,-1.1237823725486693,2.321928094887362,17,102,+++ sites
chr1,146731490,146736243,+,1,2,GPR89C,41.23,18.92,-1.1237823725486693,1,33,49.5,+++ sites
chr1,146736080,146751864,+,1,2,GPR89C,41.23,18.92,-1.1237823725486693,1,94,141,+++ sites
chr1,146747016,146757164,+,4,10,GPR89C,41.23,18.92,-1.1237823725486693,1.3219280948873624,30,210,+++ sites
chr1,146757974,146759412,+,1,2,GPR89C,41.23,18.92,-1.1237823725486693,1,6,9,+ sites
chr1,150198939,150201570,-,1,3,ANP32E,68.22,83.27,0.2876020690096247,1.584962500721156,5,10,+ sites
chr1,150202905,150204264,-,2,7,ANP32E,68.22,83.27,0.2876020690096247,1.8073549220576042,8,36,+++ sites
chr1,150390071,150418877,+,1,2,RPRD2,7.66,11.19,0.5467937390514368,1,4,6,+ sites
chr1,150413398,150418877,+,1,2,RPRD2,7.66,11.19,0.5467937390514368,1,3,4.5,- sites
chr1,150464886,150469384,+,1,3,TARS2,7.13,4.43,-0.6865953778888699,1.584962500721156,1,2,- sites
chr1,150997086,151001420,+,1,2,PRUNE,11.92,9.5,-0.3273848172438513,1,7,10.5,+ sites
chr1,150999708,151001420,+,1,3,PRUNE,11.92,9.5,-0.3273848172438513,1.584962500721156,7,14,++ sites
chr1,151139409,151139890,+,1,6,SCNM1,4.03,3.76,-0.10004717685033011,2.584962500721156,2,7,+ sites
chr1,151196723,151205179,+,1,2,PIP5K1A,30.07,18.41,-0.7078352412240965,1,1,1.5,- sites
chr1,151196723,151209239,+,1,2,PIP5K1A,30.07,18.41,-0.7078352412240965,1,2,3,- sites
chr1,151212430,151215043,+,1,2,PIP5K1A,30.07,18.41,-0.7078352412240965,1,2,3,- sites
chr1,151234636,151236504,+,1,2,PSMD4,49.87,38.43,-0.3759392266023114,1,1,1.5,- sites
chr1,151288048,151288985,-,1,2,PI4KB,3.44,5.77,0.7461627539433844,1,8,12,++ sites
chr1,151380575,151381304,-,1,3,POGZ,16.02,30.23,0.9161068312189972,1.584962500721156,3,6,+ sites
chr1,151380575,151384872,-,1,2,POGZ,16.02,30.23,0.9161068312189972,1,4,6,+ sites
chr1,151395872,151403317,-,1,4,POGZ,16.02,30.23,0.9161068312189972,2,34,85,+++ sites
chr1,151395872,151414681,-,2,5,POGZ,16.02,30.23,0.9161068312189972,1.3219280948873624,38,133,+++ sites
chr1,151400298,151403317,-,1,5,POGZ,16.02,30.23,0.9161068312189972,2.321928094887362,27,81,+++ sites
chr1,151400298,151414681,-,1,6,POGZ,16.02,30.23,0.9161068312189972,2.584962500721156,31,108.5,+++ sites
chr1,151611363,151611595,+,3,5,SNX27,9.55,12.05,0.33546050819421286,0.7369655941662062,2,8,+ sites
chr1,151611363,151641111,+,1,3,SNX27,9.55,12.05,0.33546050819421286,1.584962500721156,10,20,++ sites
chr1,151630710,151630903,+,1,3,SNX27,9.55,12.05,0.33546050819421286,1.584962500721156,7,14,++ sites
chr1,151630710,151641111,+,1,5,SNX27,9.55,12.05,0.33546050819421286,2.321928094887362,8,24,++ sites
chr1,153636518,153641052,-,1,2,ILF2,227.7,134.99,-0.7542817544559607,1,15,22.5,++ sites
chr1,153637695,153641033,-,1,4,ILF2,227.7,134.99,-0.7542817544559607,2,6,15,++ sites
chr1,153721164,153730239,+,1,2,INTS3,9.58,17.22,0.8459875816606636,1,8,12,++ sites
chr1,153723570,153730239,+,2,4,INTS3,9.58,17.22,0.8459875816606636,1,8,24,++ sites
chr1,153734045,153737539,+,1,2,INTS3,9.58,17.22,0.8459875816606636,1,1,1.5,- sites
chr1,153784206,153785928,-,1,5,GATAD2B,4.24,12.32,1.538866086131702,2.321928094887362,4,12,++ sites
chr1,153788748,153792211,-,1,2,GATAD2B,4.24,12.32,1.538866086131702,1,7,10.5,+ sites
chr1,154184795,154186422,-,1,2,C1orf43,43.17,45.3,0.06948195747214315,1,3,4.5,- sites
chr1,154213988,154218851,+,2,2,UBAP2L,28.02,27.22,-0.04178988892682346,0,9,18,++ sites
chr1,154223516,154224129,+,1,2,UBAP2L,28.02,27.22,-0.04178988892682346,1,14,21,++ sites
chr1,154231452,154232505,+,1,2,UBAP2L,28.02,27.22,-0.04178988892682346,1,1,1.5,- sites
chr1,155307879,155330200,-,1,2,ASH1L,6.39,15.42,1.27091492896804,1,19,28.5,+++ sites
chr1,155319117,155319387,-,1,2,ASH1L,6.39,15.42,1.27091492896804,1,3,4.5,- sites
chr1,155322496,155324421,-,1,2,ASH1L,6.39,15.42,1.27091492896804,1,3,4.5,- sites
chr1,155340294,155340774,-,1,4,ASH1L,6.39,15.42,1.27091492896804,2,2,5,+ sites
chr1,155365249,155429689,-,1,4,ASH1L,6.39,15.42,1.27091492896804,2,32,80,+++ sites
chr1,155385534,155429689,-,1,5,ASH1L,6.39,15.42,1.27091492896804,2.321928094887362,18,54,+++ sites
chr1,155408117,155408859,-,6,20,ASH1L,6.39,15.42,1.27091492896804,1.7369655941662063,14,182,+++ sites
chr1,155408117,155429689,-,6,23,ASH1L,6.39,15.42,1.27091492896804,1.9385994553358568,16,232,+++ sites
chr1,155408117,155491409,-,1,2,ASH1L,6.39,15.42,1.27091492896804,1,120,180,+++ sites
chr1,155640110,155644887,-,1,2,YY1AP1,11.67,14.96,0.35830561418028867,1,4,6,+ sites
chr1,155640110,155649303,-,1,2,YY1AP1,11.67,14.96,0.35830561418028867,1,4,6,+ sites
chr1,155644800,155649303,-,2,15,YY1AP1,11.67,14.96,0.35830561418028867,2.9068905956085187,2,17,++ sites
chr1,155679563,155686919,+,1,2,DAP3,42.09,24.42,-0.7854143093536522,1,4,6,+ sites
chr1,155679563,155701206,+,1,2,DAP3,42.09,24.42,-0.7854143093536522,1,17,25.5,+++ sites
chr1,155686796,155691409,+,1,3,DAP3,42.09,24.42,-0.7854143093536522,1.584962500721156,7,14,++ sites
chr1,155686796,155695810,+,1,3,DAP3,42.09,24.42,-0.7854143093536522,1.584962500721156,9,18,++ sites
chr1,155695172,155695810,+,5,6,DAP3,42.09,24.42,-0.7854143093536522,0.2630344058337938,2,11,+ sites
chr1,155695172,155697529,+,1,2,DAP3,42.09,24.42,-0.7854143093536522,1,10,15,++ sites
chr1,155724165,155730432,-,1,3,YY1AP1,9,9.75,0.11547721741993588,1.584962500721156,1,2,- sites
chr1,155737215,155743001,-,1,3,YY1AP1,9,9.75,0.11547721741993588,1.584962500721156,3,6,+ sites
chr1,155742856,155747611,-,1,3,GON4L,9,9.75,0.11547721741993588,1.584962500721156,1,2,- sites
chr1,155742856,155747611,-,1,3,YY1AP1,9,9.75,0.11547721741993588,1.584962500721156,5,10,+ sites
chr1,155747412,155753880,-,2,3,YY1AP1,9,9.75,0.11547721741993588,0.5849625007211562,7,17.5,++ sites
chr1,155891165,155895634,-,1,2,KIAA0907,24.6,23.54,-0.06354399518815819,1,7,10.5,+ sites
chr1,155896466,155896947,-,1,2,KIAA0907,24.6,23.54,-0.06354399518815819,1,1,1.5,- sites
chr1,156230241,156233361,-,1,2,SMG5,12.05,8.16,-0.5623920891458285,1,4,6,+ sites
chr1,156294762,156304709,-,1,3,CCT3,156.19,66.95,-1.222146127822542,1.584962500721156,12,24,++ sites
chr1,156303337,156304709,-,10,11,CCT3,156.19,66.95,-1.222146127822542,0.13750352374993502,1,10.5,+ sites
chr1,156761488,156767133,+,1,2,PRCC,11.03,9.66,-0.1913376967556093,1,1,1.5,- sites
chr1,160206924,160213824,-,1,2,DCAF8,15.47,16.82,0.12070450880610845,1,11,16.5,++ sites
chr1,160281657,160282957,-,1,2,COPA,34.41,32.91,-0.06430186561263203,1,4,6,+ sites
chr1,160293220,160302347,-,1,10,COPA,34.41,32.91,-0.06430186561263203,3.321928094887362,3,16.5,++ sites
chr1,161748033,161772062,+,1,3,ATF6,16.94,14.17,-0.25759411641418023,1.584962500721156,10,20,++ sites
chr1,161771841,161790951,+,1,3,ATF6,16.94,14.17,-0.25759411641418023,1.584962500721156,7,14,++ sites
chr1,161816238,161833102,+,2,7,ATF6,16.94,14.17,-0.25759411641418023,1.8073549220576042,3,13.5,++ sites
chr1,164768935,164790863,+,1,2,PBX1,25.33,57.81,1.1904719953043765,1,9,13.5,++ sites
chr1,164776778,164790863,+,1,2,PBX1,25.33,57.81,1.1904719953043765,1,9,13.5,++ sites
chr1,164789308,164790863,+,1,7,PBX1,25.33,57.81,1.1904719953043765,2.807354922057604,7,28,+++ sites
chr1,165712403,165723511,-,1,2,TMCO1,11.84,14.99,0.3403313023189099,1,1,1.5,- sites
chr1,165859440,165865569,+,1,2,UCK2,13.06,8.69,-0.5877268147320307,1,11,16.5,++ sites
chr1,167301706,167343533,+,1,2,POU2F1,11.44,9.33,-0.29413806592663055,1,1,1.5,- sites
chr1,167381195,167382351,+,1,2,POU2F1,11.44,9.33,-0.29413806592663055,1,1,1.5,- sites
chr1,167734819,167742605,+,1,9,MPZL1,27.59,21.47,-0.3618232654944997,3.169925001442312,4,20,++ sites
chr1,167734819,167745403,+,6,4,MPZL1,27.59,21.47,-0.3618232654944997,-0.5849625007211563,4,20,++ sites
chr1,167921037,167944253,+,1,5,DCAF6,7.14,10.01,0.48744599480689393,2.321928094887362,2,6,+ sites
chr1,167935866,167944253,+,2,2,DCAF6,7.14,10.01,0.48744599480689393,0,2,4,- sites
chr1,168032858,168037701,+,1,2,DCAF6,7.14,10.01,0.48744599480689393,1,2,3,- sites
chr1,169923151,169961396,-,1,3,KIFAP3,2.21,34.87,3.9798680893852727,1.584962500721156,5,10,+ sites
chr1,169985602,169993737,-,1,2,KIFAP3,2.21,34.87,3.9798680893852727,1,4,6,+ sites
chr1,171537385,171544267,+,1,7,PRRC2C,52.93,34.73,-0.6079032432527837,2.807354922057604,6,24,++ sites
chr1,171537385,171556890,+,1,2,PRRC2C,52.93,34.73,-0.6079032432527837,1,37,55.5,+++ sites
chr1,172520651,172526934,+,3,10,C1orf9,0,0,0,1.7369655941662063,12,78,+++ sites
chr1,172520651,172539870,+,1,8,C1orf9,0,0,0,3,14,63,+++ sites
chr1,172520651,172548407,+,1,8,C1orf9,0,0,0,3,29,130.5,+++ sites
chr1,172520651,172560211,+,1,12,C1orf9,0,0,0,3.584962500721156,55,357.5,+++ sites
chr1,172525008,172526934,+,1,3,C1orf9,0,0,0,1.584962500721156,11,22,++ sites
chr1,172525008,172539870,+,3,10,C1orf9,0,0,0,1.7369655941662063,13,84.5,+++ sites
chr1,172525008,172543138,+,1,2,C1orf9,0,0,0,1,14,21,++ sites
chr1,172525008,172560211,+,1,2,C1orf9,0,0,0,1,54,81,+++ sites
chr1,173702851,173703425,+,1,2,KLHL20,4.72,8.26,0.8073549220576041,1,5,7.5,+ sites
chr1,173720902,173726298,+,1,3,KLHL20,4.72,8.26,0.8073549220576041,1.584962500721156,2,4,- sites
chr1,173799797,173823043,+,3,2,DARS2,25.48,12.15,-1.068408963763157,-0.5849625007211563,8,20,++ sites
chr1,173814366,173823043,+,1,2,DARS2,25.48,12.15,-1.068408963763157,1,1,1.5,- sites
chr1,173915613,173934258,-,1,2,RC3H1,4.01,5.51,0.45845008211623733,1,21,31.5,+++ sites
chr1,176050287,176055026,-,1,2,RFWD2,33.18,21.23,-0.6442095150504854,1,1,1.5,- sites
chr1,176050287,176085817,-,1,2,RFWD2,33.18,21.23,-0.6442095150504854,1,5,7.5,+ sites
chr1,176050287,176105683,-,1,17,RFWD2,33.18,21.23,-0.6442095150504854,4.087462841250339,5,45,+++ sites
chr1,179033061,179033631,+,2,3,FAM20B,15.72,16.76,0.09242093144074519,0.5849625007211562,2,5,+ sites
chr1,179033061,179035994,+,1,2,FAM20B,15.72,16.76,0.09242093144074519,1,2,3,- sites
chr1,179086466,179087899,-,1,2,ABL2,5.22,6.14,0.23418884880029484,1,4,6,+ sites
chr1,179086466,179102509,-,1,2,ABL2,5.22,6.14,0.23418884880029484,1,24,36,+++ sites
chr1,179089324,179091002,-,2,6,ABL2,5.22,6.14,0.23418884880029484,1.584962500721156,4,16,++ sites
chr1,179100445,179100616,-,1,3,ABL2,5.22,6.14,0.23418884880029484,1.584962500721156,13,26,+++ sites
chr1,179100445,179102509,-,5,9,ABL2,5.22,6.14,0.23418884880029484,0.8479969065549501,13,91,+++ sites
chr1,179304640,179320597,+,1,2,SOAT1,1.75,8.6,2.296981737757131,1,11,16.5,++ sites
chr1,179306971,179312770,+,1,2,SOAT1,1.75,8.6,2.296981737757131,1,2,3,- sites
chr1,179310162,179312770,+,1,2,SOAT1,1.75,8.6,2.296981737757131,1,2,3,- sites
chr1,179311248,179312770,+,1,5,SOAT1,1.75,8.6,2.296981737757131,2.321928094887362,2,6,+ sites
chr1,179316734,179318077,+,1,2,SOAT1,1.75,8.6,2.296981737757131,1,9,13.5,++ sites
chr1,179316734,179320597,+,1,2,SOAT1,1.75,8.6,2.296981737757131,1,9,13.5,++ sites
chr1,179955303,179966310,+,1,3,CEP350,8.9,11.24,0.33676479436716594,1.584962500721156,12,24,++ sites
